C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2018/08/07,00:35:01,0000000297752591,,0000000297752332
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2018/07/01 01:30:00",1,NSW1,3,7828.35,10900.51,0,-39.4,7638.32,0,-190.03,0,,,32,,,,,,,,12,,,,,,,,4.43,,,,,,,,334.75,,,,,,,,146.87,,,,,,,,115.67,,,,,,"2018/07/01 01:25:04",7935.75,7892.18,,45.33,,,,25.64,,,,,,,,,,,,,,,,,,,82.77,7974.95,267.51
D,TRADING,REGIONSUM,4,"2018/07/01 01:30:00",1,QLD1,3,5121.52,10228.67,240,-17.43,5948.02,0,826.49,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,33.17,,,,,,,,108.34,,,,,,,,95.85,,,,,,"2018/07/01 01:25:04",5184.39,5137.08,,0,,,,70.92,,,,,,,,,,,,,,,,,,,119.05,5256.13,0
D,TRADING,REGIONSUM,4,"2018/07/01 01:30:00",1,SA1,3,1550.82,2330.49,80,-18.52,789.93,2.83,-763.72,0,,,40,,,,,,,,18.92,,,,,,,,40,,,,,,,,81,,,,,,,,99,,,,,,,,121.33,,,,,,"2018/07/01 01:25:04",1594.86,1578.97,,41.04,,,,47.33,,,,,,,,,,,,,,,,,,,27.56,1606.53,18.33
D,TRADING,REGIONSUM,4,"2018/07/01 01:30:00",1,TAS1,3,1099.71,2340.7,0,-2.2,1518.68,0,418.97,0,,,194.76,,,,,,,,104.82,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,2.89,,,,,,"2018/07/01 01:25:04",1117.25,1115.1,,33.63,,,,0,,,,,,,,,,,,,,,,,,,142.98,1258.08,133.7
D,TRADING,REGIONSUM,4,"2018/07/01 01:30:00",1,VIC1,3,4964.98,8633.35,0,-29.58,4886.52,0,-78.46,0,,,13.33,,,,,,,,13.33,,,,,,,,13.18,,,,,,,,66.5,,,,,,,,54,,,,,,,,72.48,,,,,,"2018/07/01 01:25:04",5083.33,5058.13,,0,,,,0,,,,,,,,,,,,,,,,,,,73.25,5131.38,186.35
D,TRADING,REGIONSUM,4,"2018/07/01 02:00:00",1,NSW1,4,7620.26,10823.78,0,-32.68,7228.85,0,-391.41,0,,,12,,,,,,,,12,,,,,,,,11.36,,,,,,,,342,,,,,,,,206.24,,,,,,,,161.04,,,,,,"2018/07/01 01:55:04",7716.16,7667.81,,37,,,,36.95,,,,,,,,,,,,,,,,,,,52.05,7719.86,234.78
D,TRADING,REGIONSUM,4,"2018/07/01 02:00:00",1,QLD1,4,5065.04,10271.17,240,-9.67,5876.06,0,811.02,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,33.17,,,,,,,,97.33,,,,,,,,65.5,,,,,,"2018/07/01 01:55:04",5105.05,5080.21,,16.83,,,,62.84,,,,,,,,,,,,,,,,,,,103.56,5183.77,0
D,TRADING,REGIONSUM,4,"2018/07/01 02:00:00",1,SA1,4,1464.02,2351.73,80,-12.61,710,4,-758.02,0,,,40,,,,,,,,18.92,,,,,,,,40,,,,,,,,40.67,,,,,,,,19,,,,,,,,63,,,,,,"2018/07/01 01:55:04",1516.71,1493.38,,12.17,,,,4.83,,,,,,,,,,,,,,,,,,,27.18,1520.56,30.73
D,TRADING,REGIONSUM,4,"2018/07/01 02:00:00",1,TAS1,4,1090.84,2321.4,0,0.12,1474.63,0,383.79,0,,,217.4,,,,,,,,113.81,,,,,,,,1.73,,,,,,,,47.42,,,,,,,,35.56,,,,,,,,35,,,,,,"2018/07/01 01:55:04",1103.8,1103.7,,50,,,,25.38,,,,,,,,,,,,,,,,,,,136.79,1240.49,114.4
D,TRADING,REGIONSUM,4,"2018/07/01 02:00:00",1,VIC1,4,4771.05,8659.93,0,-20.67,4911.93,0,140.88,0,,,13.33,,,,,,,,13.33,,,,,,,,13.33,,,,,,,,69,,,,,,,,59,,,,,,,,92.58,,,,,,"2018/07/01 01:55:04",4877.52,4856.38,,4,,,,0,,,,,,,,,,,,,,,,,,,78.48,4934.86,210.93
D,TRADING,REGIONSUM,4,"2018/07/01 02:30:00",1,NSW1,5,7348.19,10809.31,0,-50.02,6843.49,0,-504.7,0,,,13.05,,,,,,,,12,,,,,,,,10,,,,,,,,340,,,,,,,,210.03,,,,,,,,159.2,,,,,,"2018/07/01 02:25:05",7481.34,7388.6,,32.5,,,,32.02,,,,,,,,,,,,,,,,,,,16.88,7405.48,176.31
D,TRADING,REGIONSUM,4,"2018/07/01 02:30:00",1,QLD1,5,5010.78,10398,240,-11.03,5814.43,0,803.66,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,34,,,,,,,,137.08,,,,,,,,110,,,,,,"2018/07/01 02:25:05",5041.25,5025.93,,25,,,,108.61,,,,,,,,,,,,,,,,,,,103.84,5129.77,0
D,TRADING,REGIONSUM,4,"2018/07/01 02:30:00",1,SA1,5,1371,2349.72,80,-9.2,602,12,-781,0,,,40,,,,,,,,18.85,,,,,,,,40,,,,,,,,40.83,,,,,,,,19,,,,,,,,63,,,,,,"2018/07/01 02:25:05",1428.82,1412.32,,9.17,,,,4.33,,,,,,,,,,,,,,,,,,,25.83,1438.15,28.72
D,TRADING,REGIONSUM,4,"2018/07/01 02:30:00",1,TAS1,5,1054.41,2312.4,0,0.22,1410,0,355.59,0,,,220.63,,,,,,,,124.81,,,,,,,,12.54,,,,,,,,36.77,,,,,,,,2.03,,,,,,,,12.13,,,,,,"2018/07/01 02:25:05",1073.46,1065.43,,50,,,,0,,,,,,,,,,,,,,,,,,,162.63,1228.06,105.4
D,TRADING,REGIONSUM,4,"2018/07/01 02:30:00",1,VIC1,5,4572.44,8630.86,0,-16.28,4884.87,0,312.42,0,,,13.33,,,,,,,,13.33,,,,,,,,13.33,,,,,,,,69,,,,,,,,58.85,,,,,,,,82.67,,,,,,"2018/07/01 02:25:05",4679.16,4662.51,,3.33,,,,0,,,,,,,,,,,,,,,,,,,84.37,4746.88,183.86
D,TRADING,REGIONSUM,4,"2018/07/01 03:00:00",1,NSW1,6,7106.36,10776.62,0,-36.14,6417.13,0,-689.24,0,,,23.42,,,,,,,,12,,,,,,,,11.33,,,,,,,,340,,,,,,,,208.97,,,,,,,,159.2,,,,,,"2018/07/01 02:55:04",7213.53,7142.55,,32.5,,,,32.02,,,,,,,,,,,,,,,,,,,4.05,7146.60,143.62
D,TRADING,REGIONSUM,4,"2018/07/01 03:00:00",1,QLD1,6,4981.73,10400,240,2.87,5804.54,0,822.81,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,34,,,,,,,,144.36,,,,,,,,110,,,,,,"2018/07/01 02:55:04",4998.48,4997.87,,16.17,,,,113.65,,,,,,,,,,,,,,,,,,,102.73,5100.60,0
D,TRADING,REGIONSUM,4,"2018/07/01 03:00:00",1,SA1,6,1321.15,2361.25,80,-5.75,585.38,0,-735.77,0,,,40,,,,,,,,18.85,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,"2018/07/01 02:55:04",1367.93,1344.63,,19.5,,,,8.83,,,,,,,,,,,,,,,,,,,28.76,1373.39,40.25
D,TRADING,REGIONSUM,4,"2018/07/01 03:00:00",1,TAS1,6,1051.73,2325.1,0,0.36,1375.48,0,323.75,0,,,210.63,,,,,,,,134.82,,,,,,,,19.4,,,,,,,,29.05,,,,,,,,5.44,,,,,,,,19.4,,,,,,"2018/07/01 02:55:04",1065.17,1060.81,,49.17,,,,0,,,,,,,,,,,,,,,,,,,159.6,1220.41,118.1
D,TRADING,REGIONSUM,4,"2018/07/01 03:00:00",1,VIC1,6,4432.83,8616.55,0,-18.08,4870.55,0,437.72,0,,,16.88,,,,,,,,12.5,,,,,,,,12.5,,,,,,,,69,,,,,,,,56.5,,,,,,,,82.67,,,,,,"2018/07/01 02:55:04",4529.79,4507.23,,2.67,,,,0,,,,,,,,,,,,,,,,,,,83.81,4591.04,167.05
D,TRADING,REGIONSUM,4,"2018/07/01 03:30:00",1,NSW1,7,6919.92,10743.23,0,-26.64,6153.85,0,-766.08,0,,,59.76,,,,,,,,14,,,,,,,,12,,,,,,,,344.97,,,,,,,,211.7,,,,,,,,159.2,,,,,,"2018/07/01 03:25:04",7016.41,6957.32,,33,,,,32.03,,,,,,,,,,,,,,,,,,,2.94,6960.26,106.07
D,TRADING,REGIONSUM,4,"2018/07/01 03:30:00",1,QLD1,7,4960.77,10404,240,-3.84,5808.9,0,848.14,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,32.33,,,,,,,,132.24,,,,,,,,107.3,,,,,,"2018/07/01 03:25:04",4984.22,4978.14,,18.5,,,,118.08,,,,,,,,,,,,,,,,,,,100.73,5078.87,0
D,TRADING,REGIONSUM,4,"2018/07/01 03:30:00",1,SA1,7,1290.27,2372.67,80,-7.89,589.58,0,-700.69,0,,,40,,,,,,,,18.92,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,"2018/07/01 03:25:04",1323.28,1309.33,,15.67,,,,9.33,,,,,,,,,,,,,,,,,,,29.94,1339.27,50.67
D,TRADING,REGIONSUM,4,"2018/07/01 03:30:00",1,TAS1,7,1051.19,2317.28,0,0.75,1284.83,0,233.64,0,,,125.91,,,,,,,,127.31,,,,,,,,22.16,,,,,,,,20.36,,,,,,,,17.66,,,,,,,,27.11,,,,,,"2018/07/01 03:25:04",1054.2,1055.76,,49.5,,,,0,,,,,,,,,,,,,,,,,,,164.51,1220.27,110.28
D,TRADING,REGIONSUM,4,"2018/07/01 03:30:00",1,VIC1,7,4356.05,8630.33,0,-5.03,4883.5,0,527.44,0,,,66.44,,,,,,,,22.72,,,,,,,,14.17,,,,,,,,70.81,,,,,,,,58.67,,,,,,,,82.67,,,,,,"2018/07/01 03:25:04",4426.32,4420.1,,3.33,,,,0,,,,,,,,,,,,,,,,,,,81.54,4501.64,178.33
D,TRADING,REGIONSUM,4,"2018/07/01 04:00:00",1,NSW1,8,6842.94,10768.2,0,-11.13,6134.3,0,-708.64,0,,,72,,,,,,,,25.5,,,,,,,,12,,,,,,,,341.07,,,,,,,,210.87,,,,,,,,159.2,,,,,,"2018/07/01 03:55:05",6892.99,6878.89,,32.67,,,,32.02,,,,,,,,,,,,,,,,,,,2.71,6881.60,105.37
D,TRADING,REGIONSUM,4,"2018/07/01 04:00:00",1,QLD1,8,4972.58,10405,240,2.4,5795.38,0,822.81,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,29.83,,,,,,,,139.01,,,,,,,,107.5,,,,,,"2018/07/01 03:55:05",4988.81,4988.97,,5,,,,115.5,,,,,,,,,,,,,,,,,,,98.26,5087.23,0
D,TRADING,REGIONSUM,4,"2018/07/01 04:00:00",1,SA1,8,1267.56,2360.53,80,-3.43,571.73,0,-695.83,0,,,40,,,,,,,,18.69,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,"2018/07/01 03:55:05",1300.47,1286.39,,33.33,,,,0,,,,,,,,,,,,,,,,,,,31.7,1318.09,38.53
D,TRADING,REGIONSUM,4,"2018/07/01 04:00:00",1,TAS1,8,1032.57,2309.72,0,0.69,1220.72,0,188.15,0,,,83.64,,,,,,,,86.62,,,,,,,,23.62,,,,,,,,40.67,,,,,,,,15.15,,,,,,,,29.66,,,,,,"2018/07/01 03:55:05",1037.67,1035.43,,48,,,,0,,,,,,,,,,,,,,,,,,,179.01,1214.44,102.72
D,TRADING,REGIONSUM,4,"2018/07/01 04:00:00",1,VIC1,8,4290.94,8564.38,0,-13.34,4821.66,0,530.72,0,,,96.9,,,,,,,,54.21,,,,,,,,15,,,,,,,,68,,,,,,,,58,,,,,,,,82.67,,,,,,"2018/07/01 03:55:05",4364.62,4354.11,,1,,,,2,,,,,,,,,,,,,,,,,,,79.57,4433.68,182.38
D,TRADING,REGIONSUM,4,"2018/07/01 04:30:00",1,NSW1,9,6824.25,10862.8,0,-8.31,6116.29,0,-707.95,0,,,100,,,,,,,,55,,,,,,,,14.54,,,,,,,,358,,,,,,,,204.2,,,,,,,,192.53,,,,,,"2018/07/01 04:25:04",6865.58,6851.37,,37.4,,,,37.01,,,,,,,,,,,,,,,,,,,1.65,6853.02,116.3
D,TRADING,REGIONSUM,4,"2018/07/01 04:30:00",1,QLD1,9,5010.97,10434,240,24.15,5745.9,0,734.94,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,42.39,,,,,,,,113.99,,,,,,,,85.43,,,,,,"2018/07/01 04:25:04",4997,5023.94,,29.91,,,,96.63,,,,,,,,,,,,,,,,,,,104.76,5128.70,0
D,TRADING,REGIONSUM,4,"2018/07/01 04:30:00",1,SA1,9,1226.45,2373.58,80,-4.41,598.09,1.65,-630.01,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,"2018/07/01 04:25:04",1259.42,1242.93,,0,,,,0,,,,,,,,,,,,,,,,,,,37.28,1280.21,51.58
D,TRADING,REGIONSUM,4,"2018/07/01 04:30:00",1,TAS1,9,1034.68,2318.86,0,1.47,1165.54,0,130.86,0,,,25.96,,,,,,,,31.14,,,,,,,,21.24,,,,,,,,0,,,,,,,,47.19,,,,,,,,6.03,,,,,,"2018/07/01 04:25:04",1036.28,1035.95,,50,,,,13.11,,,,,,,,,,,,,,,,,,,175.02,1210.97,111.86
D,TRADING,REGIONSUM,4,"2018/07/01 04:30:00",1,VIC1,9,4258.65,8585.58,0,-6.58,4837.47,0,578.81,0,,,121.48,,,,,,,,75.53,,,,,,,,15.83,,,,,,,,80.54,,,,,,,,58,,,,,,,,95.38,,,,,,"2018/07/01 04:25:04",4316.58,4309.11,,2.69,,,,1,,,,,,,,,,,,,,,,,,,79.87,4388.98,196.58
D,TRADING,REGIONSUM,4,"2018/07/01 05:00:00",1,NSW1,10,6857.11,10952.96,0,-1.28,6155.88,0,-701.23,0,,,100,,,,,,,,57.91,,,,,,,,29.35,,,,,,,,359.91,,,,,,,,206.98,,,,,,,,182.22,,,,,,"2018/07/01 04:55:04",6867.02,6884.16,,37.48,,,,36.1,,,,,,,,,,,,,,,,,,,1.85,6886.01,114.96
D,TRADING,REGIONSUM,4,"2018/07/01 05:00:00",1,QLD1,10,4973.89,10440,240,-9.62,5705.02,0,731.13,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,33.03,,,,,,,,122.53,,,,,,,,97.32,,,,,,"2018/07/01 04:55:04",4988.02,4986.8,,28.52,,,,109.26,,,,,,,,,,,,,,,,,,,102.99,5089.79,0
D,TRADING,REGIONSUM,4,"2018/07/01 05:00:00",1,SA1,10,1238.46,2374.49,80,-0.15,597.49,0,-640.97,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,"2018/07/01 04:55:04",1254.27,1253.81,,0,,,,0,,,,,,,,,,,,,,,,,,,38.53,1292.34,52.49
D,TRADING,REGIONSUM,4,"2018/07/01 05:00:00",1,TAS1,10,1045.18,2299.37,0,2.04,1153.37,0,108.2,0,,,5.02,,,,,,,,8.93,,,,,,,,8.93,,,,,,,,10.7,,,,,,,,35.82,,,,,,,,15.72,,,,,,"2018/07/01 04:55:04",1045.39,1045.97,,50,,,,4.92,,,,,,,,,,,,,,,,,,,166.76,1212.73,92.37
D,TRADING,REGIONSUM,4,"2018/07/01 05:00:00",1,VIC1,10,4257.34,8619.49,0,-4.19,4868.29,0,610.95,0,,,146.52,,,,,,,,97.67,,,,,,,,13.33,,,,,,,,74.67,,,,,,,,58,,,,,,,,84.06,,,,,,"2018/07/01 04:55:04",4308.95,4309.32,,4,,,,0.03,,,,,,,,,,,,,,,,,,,82.86,4392.18,165.49
D,TRADING,REGIONSUM,4,"2018/07/01 05:30:00",1,NSW1,11,6979.58,10975.94,0,9.51,6328.97,0,-650.61,0,,,100,,,,,,,,55.49,,,,,,,,27.52,,,,,,,,361.58,,,,,,,,208.93,,,,,,,,180.25,,,,,,"2018/07/01 05:25:04",6966.11,7003.2,,38.4,,,,34.57,,,,,,,,,,,,,,,,,,,2,7005.20,87.94
D,TRADING,REGIONSUM,4,"2018/07/01 05:30:00",1,QLD1,11,5059.26,10581,240,23.63,5746.53,0,687.27,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,33.51,,,,,,,,112.71,,,,,,,,88.16,,,,,,"2018/07/01 05:25:04",5047.74,5070.42,,27.6,,,,95.17,,,,,,,,,,,,,,,,,,,103.07,5173.49,0
D,TRADING,REGIONSUM,4,"2018/07/01 05:30:00",1,SA1,11,1216.79,2382.16,80,0.32,605.16,0,-611.63,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,"2018/07/01 05:25:04",1231.56,1230.84,,0,,,,0,,,,,,,,,,,,,,,,,,,47.75,1278.59,60.16
D,TRADING,REGIONSUM,4,"2018/07/01 05:30:00",1,TAS1,11,1055.3,2307.72,0,1.92,1160.96,0,105.67,0,,,2.66,,,,,,,,6.17,,,,,,,,6.17,,,,,,,,13.16,,,,,,,,39.89,,,,,,,,22.12,,,,,,"2018/07/01 05:25:04",1058.83,1056.03,,50,,,,13.17,,,,,,,,,,,,,,,,,,,160.03,1216.06,100.72
D,TRADING,REGIONSUM,4,"2018/07/01 05:30:00",1,VIC1,11,4303.17,8620.91,0,8.94,4869.58,0,566.41,0,,,149.36,,,,,,,,100.5,,,,,,,,14.17,,,,,,,,76.33,,,,,,,,58,,,,,,,,85,,,,,,"2018/07/01 05:25:04",4342.42,4350.7,,4,,,,0,,,,,,,,,,,,,,,,,,,86.47,4437.17,166.91
D,TRADING,REGIONSUM,4,"2018/07/01 06:00:00",1,NSW1,12,7136.91,10965.89,0,25.06,6511.97,0,-624.94,0,,,100,,,,,,,,55,,,,,,,,27.51,,,,,,,,340.67,,,,,,,,150.2,,,,,,,,125.4,,,,,,"2018/07/01 05:55:05",7122.85,7162.77,,47.57,,,,63.91,,,,,,,,,,,,,,,,,,,1.96,7164.73,82.89
D,TRADING,REGIONSUM,4,"2018/07/01 06:00:00",1,QLD1,12,5132.38,10582,240,14.81,5843.28,0,710.91,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,35.67,,,,,,,,111.81,,,,,,,,85.17,,,,,,"2018/07/01 05:55:05",5119.16,5144.15,,18.53,,,,79.06,,,,,,,,,,,,,,,,,,,106.32,5250.47,0
D,TRADING,REGIONSUM,4,"2018/07/01 06:00:00",1,SA1,12,1227.54,2415.03,80,0.82,637.03,0,-590.5,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,"2018/07/01 05:55:05",1242.44,1240.56,,0,,,,0,,,,,,,,,,,,,,,,,,,49.62,1290.18,92.03
