C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2019/06/07,10:50:07,0000000308821902,,0000000308821707
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2019/05/01 00:30:00",1,NSW1,1,7365.59,11561.6,80,-27.29,7439.73,60,14.14,0,,,20.01,,,,,,,,50.17,,,,,,,,16,,,,,,,,216.78,,,,,,,,156.21,,,,,,,,135.64,,,,,,"2019/05/01 00:25:03",7455.74,7431.45,,66.16,,,,63.59,,,,,,,,,,,,,,,,,,,50.81,7482.26,703.6
D,TRADING,REGIONSUM,4,"2019/05/01 00:30:00",1,QLD1,1,5576.21,9638.37,0,-25.46,5774.03,0,197.83,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,123.7,,,,,,,,91.27,,,,,,,,44.76,,,,,,"2019/05/01 00:25:03",5608.96,5576.56,,59.49,,,,59.58,,,,,,,,,,,,,,,,,,,92.89,5669.45,94.37
D,TRADING,REGIONSUM,4,"2019/05/01 00:30:00",1,SA1,1,1266.11,2516.23,87,-9.85,1352.24,0,86.13,0,,,46.17,,,,,,,,29.99,,,,,,,,41.5,,,,,,,,74.93,,,,,,,,72,,,,,,,,114,,,,,,"2019/05/01 00:25:03",1283.51,1266.44,,38.52,,,,39.17,,,,,,,,,,,,,,,,,,,199.11,1465.55,1011.23
D,TRADING,REGIONSUM,4,"2019/05/01 00:30:00",1,TAS1,1,959.12,2142.78,0,-2.24,766,0,-193.13,0,,,29.24,,,,,,,,35.35,,,,,,,,3.01,,,,,,,,32.84,,,,,,,,84.27,,,,,,,,91.23,,,,,,"2019/05/01 00:25:03",960.65,959.12,,15,,,,30,,,,,,,,,,,,,,,,,,,125,1084.12,2.78
D,TRADING,REGIONSUM,4,"2019/05/01 00:30:00",1,VIC1,1,4257.58,7328.8,10,-8.92,4170.84,6.67,-93.4,0,,,119.08,,,,,,,,54.35,,,,,,,,18.24,,,,,,,,16,,,,,,,,27.83,,,,,,,,43.6,,,,,,"2019/05/01 00:25:03",4289.12,4269.27,,10.83,,,,7.67,,,,,,,,,,,,,,,,,,,326.32,4595.59,856.8
D,TRADING,REGIONSUM,4,"2019/05/01 01:00:00",1,NSW1,2,7217.46,11518.78,80,-32.61,7283.32,80,-14.13,0,,,35.31,,,,,,,,51,,,,,,,,16,,,,,,,,222.49,,,,,,,,158.39,,,,,,,,135.3,,,,,,"2019/05/01 00:55:04",7345.19,7303.62,,56.53,,,,50.17,,,,,,,,,,,,,,,,,,,47.89,7351.51,660.78
D,TRADING,REGIONSUM,4,"2019/05/01 01:00:00",1,QLD1,2,5466.81,9632.47,0,-23.19,5698.55,0,231.75,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,124,,,,,,,,89.37,,,,,,,,44.66,,,,,,"2019/05/01 00:55:04",5491.85,5467.52,,76.45,,,,75,,,,,,,,,,,,,,,,,,,93.37,5560.89,88.47
D,TRADING,REGIONSUM,4,"2019/05/01 01:00:00",1,SA1,2,1140.37,2584.52,87,-14.24,1291.94,0,151.57,0,,,43.5,,,,,,,,29.99,,,,,,,,41,,,,,,,,67.51,,,,,,,,78.67,,,,,,,,120.67,,,,,,"2019/05/01 00:55:04",1157.77,1141.25,,39.02,,,,38.67,,,,,,,,,,,,,,,,,,,262.82,1404.07,1077.52
D,TRADING,REGIONSUM,4,"2019/05/01 01:00:00",1,TAS1,2,957.82,2144.91,0,-0.29,755.92,0,-201.9,0,,,16.15,,,,,,,,30.28,,,,,,,,14.37,,,,,,,,32.85,,,,,,,,84.38,,,,,,,,99.17,,,,,,"2019/05/01 00:55:04",955.6,957.82,,15,,,,30,,,,,,,,,,,,,,,,,,,127.59,1085.41,4.91
D,TRADING,REGIONSUM,4,"2019/05/01 01:00:00",1,VIC1,2,4106.36,7362.08,10,-20.17,3963.69,10,-152.67,0,,,120.6,,,,,,,,65,,,,,,,,15,,,,,,,,19.62,,,,,,,,26,,,,,,,,37,,,,,,"2019/05/01 00:55:04",4144.94,4123.21,,3,,,,6.17,,,,,,,,,,,,,,,,,,,310.45,4433.66,850.08
