C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2018/11/08,01:45:04,0000000300863838,,0000000300863652
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2018/10/01 04:00:00",1,VIC1,8,3943.83,7432.95,0,-4.62,3761.95,0,-181.88,0,,,164.82,,,,,,,,94.66,,,,,,,,17.73,,,,,,,,64,,,,,,,,36,,,,,,,,41.44,,,,,,"2018/10/01 03:55:05",3983.11,3980.86,,0,,,,1,,,,,,,,,,,,,,,,,,,78.44,4059.30,125.95
D,TRADING,REGIONSUM,4,"2018/10/01 04:30:00",1,NSW1,9,5870.14,10368.04,581,-8.02,5546.78,581,-904.36,0,,,74,,,,,,,,61.73,,,,,,,,54,,,,,,,,319,,,,,,,,172.59,,,,,,,,177.95,,,,,,"2018/10/01 04:25:05",6479.47,6464.87,,13.04,,,,23.29,,,,,,,,,,,,,,,,,,,1.02,6465.89,339.04
D,TRADING,REGIONSUM,4,"2018/10/01 04:30:00",1,QLD1,9,4990.31,9571.08,241.5,14.45,5664.45,241.5,432.64,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,44,,,,,,,,181,,,,,,,,151.55,,,,,,"2018/10/01 04:25:05",5224.04,5236,,26.8,,,,145,,,,,,,,,,,,,,,,,,,125.53,5361.53,60.08
D,TRADING,REGIONSUM,4,"2018/10/01 04:30:00",1,SA1,9,932.37,3005.47,80,-2.83,1496.94,0,564.57,0,,,40,,,,,,,,18.54,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,"2018/10/01 04:25:05",944.45,943.47,,40.17,,,,0,,,,,,,,,,,,,,,,,,,193.4,1136.87,1186.47
D,TRADING,REGIONSUM,4,"2018/10/01 04:30:00",1,TAS1,9,1100.16,2329.62,0,2.06,1254.2,0,154.05,0,,,58.84,,,,,,,,57.02,,,,,,,,1.58,,,,,,,,28.21,,,,,,,,46.63,,,,,,,,14.5,,,,,,"2018/10/01 04:25:05",1088.86,1101.97,,40,,,,7,,,,,,,,,,,,,,,,,,,41.27,1143.24,90.12
D,TRADING,REGIONSUM,4,"2018/10/01 04:30:00",1,VIC1,9,3991.8,7479.41,0,5.66,3816.41,0,-175.39,0,,,125.11,,,,,,,,64.4,,,,,,,,10,,,,,,,,64,,,,,,,,35.93,,,,,,,,48.15,,,,,,"2018/10/01 04:25:05",4024.28,4032.48,,0,,,,0,,,,,,,,,,,,,,,,,,,74.84,4107.32,155.41
D,TRADING,REGIONSUM,4,"2018/10/01 05:00:00",1,NSW1,10,5912.75,10380.14,581,4.03,5603.12,581,-890.63,0,,,74,,,,,,,,62,,,,,,,,40.09,,,,,,,,313.67,,,,,,,,173.5,,,,,,,,179.51,,,,,,"2018/10/01 04:55:05",6504.72,6506.27,,13.03,,,,26.12,,,,,,,,,,,,,,,,,,,0.73,6507,351.14
D,TRADING,REGIONSUM,4,"2018/10/01 05:00:00",1,QLD1,10,5019.48,9571.68,243,13.06,5673.32,243,410.84,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,41.5,,,,,,,,181,,,,,,,,151,,,,,,"2018/10/01 04:55:05",5252.69,5266.18,,26.8,,,,144.25,,,,,,,,,,,,,,,,,,,121.6,5387.78,58.68
D,TRADING,REGIONSUM,4,"2018/10/01 05:00:00",1,SA1,10,951.37,3015.71,80,0.51,1506.95,0,555.58,0,,,40,,,,,,,,18.54,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,"2018/10/01 04:55:05",954.83,962.14,,40.17,,,,3.33,,,,,,,,,,,,,,,,,,,183.19,1145.33,1197.71
D,TRADING,REGIONSUM,4,"2018/10/01 05:00:00",1,TAS1,10,1115.95,2317.79,0,2.94,1263.44,0,147.49,0,,,52.41,,,,,,,,50.07,,,,,,,,12.89,,,,,,,,31.45,,,,,,,,46.63,,,,,,,,14.5,,,,,,"2018/10/01 04:55:05",1105.27,1117.6,,40,,,,7,,,,,,,,,,,,,,,,,,,38.94,1156.54,97.79
D,TRADING,REGIONSUM,4,"2018/10/01 05:00:00",1,VIC1,10,4036.22,7558.05,0,5.46,3881.04,0,-155.17,0,,,130,,,,,,,,67.58,,,,,,,,10,,,,,,,,64,,,,,,,,33.88,,,,,,,,46,,,,,,"2018/10/01 04:55:05",4069.39,4075.69,,0,,,,0,,,,,,,,,,,,,,,,,,,92.7,4168.39,220.05
D,TRADING,REGIONSUM,4,"2018/10/01 05:30:00",1,NSW1,11,6050.22,10386.89,581,5.26,5692.53,581,-938.69,0,,,74,,,,,,,,62,,,,,,,,43.78,,,,,,,,303.99,,,,,,,,164.81,,,,,,,,168,,,,,,"2018/10/01 05:25:04",6642.75,6648.69,,16.17,,,,25.5,,,,,,,,,,,,,,,,,,,0.32,6649.01,357.89
D,TRADING,REGIONSUM,4,"2018/10/01 05:30:00",1,QLD1,11,5060.22,9571.57,240,14.51,5641.35,0,581.13,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,44,,,,,,,,181,,,,,,,,156.36,,,,,,"2018/10/01 05:25:04",5093.07,5068.19,,28.83,,,,145,,,,,,,,,,,,,,,,,,,129.83,5198.02,60.07
D,TRADING,REGIONSUM,4,"2018/10/01 05:30:00",1,SA1,11,947.44,2941.81,80,2.3,1512.27,0,564.83,0,,,40,,,,,,,,18.62,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,"2018/10/01 05:25:04",977.67,958.59,,33.33,,,,0,,,,,,,,,,,,,,,,,,,177.72,1136.31,1196.81
D,TRADING,REGIONSUM,4,"2018/10/01 05:30:00",1,TAS1,11,1139.09,2319.88,0,5.13,1280.75,0,141.66,0,,,44.99,,,,,,,,43.44,,,,,,,,5.87,,,,,,,,40.45,,,,,,,,46.63,,,,,,,,14.5,,,,,,"2018/10/01 05:25:04",1128.24,1140.59,,41.67,,,,7,,,,,,,,,,,,,,,,,,,39.65,1180.24,99.88
D,TRADING,REGIONSUM,4,"2018/10/01 05:30:00",1,VIC1,11,4207.07,7612.08,0,30.26,3935.08,0,-271.99,0,,,139.37,,,,,,,,73.55,,,,,,,,10,,,,,,,,64,,,,,,,,38.65,,,,,,,,48.22,,,,,,"2018/10/01 05:25:04",4215.12,4245.93,,0,,,,0,,,,,,,,,,,,,,,,,,,114.59,4360.52,274.08
D,TRADING,REGIONSUM,4,"2018/10/01 06:00:00",1,NSW1,12,6109.34,10252.17,391,7.06,5774.36,391,-725.98,0,,,65.23,,,,,,,,72.07,,,,,,,,43.66,,,,,,,,303.5,,,,,,,,131.91,,,,,,,,137.52,,,,,,"2018/10/01 05:55:05",6539.5,6514.44,,21.88,,,,31.7,,,,,,,,,,,,,,,,,,,0.31,6514.75,343.17
D,TRADING,REGIONSUM,4,"2018/10/01 06:00:00",1,QLD1,12,5092.62,9615.41,240,12.72,5658.9,0,566.27,0,,,0.49,,,,,,,,0,,,,,,,,0,,,,,,,,44,,,,,,,,201,,,,,,,,167,,,,,,"2018/10/01 05:55:05",5090.35,5100.29,,23.13,,,,145,,,,,,,,,,,,,,,,,,,130.23,5230.52,60.41
