C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2017/05/09,02:10:00,0000000283398419,,0000000283398213
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2017/04/01 00:30:00",1,NSW1,1,7021.8,11670.6,0,-30.6,6459.06,0,-562.74,0,,,68.13,,,,,,,,15.58,,,,,,,,38.76,,,,,,,,190,,,,,,,,138.33,,,,,,,,138.22,,,,,,"2017/04/01 00:25:04",7056.62,7025.4,,89.78,,,,52,,,,,,,,,,,,,,,,,,,7.11,7032.51,34.6
D,TRADING,REGIONSUM,4,"2017/04/01 00:30:00",1,QLD1,1,5194.43,8972.83,236,-32.9,5721.27,0,526.84,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,174.49,,,,,,,,40,,,,,,,,40,,,,,,"2017/04/01 00:25:04",5243.93,5197.43,,32,,,,8,,,,,,,,,,,,,,,,,,,90.89,5288.32,0
D,TRADING,REGIONSUM,4,"2017/04/01 00:30:00",1,SA1,1,1225.51,2463.01,0,-13.95,1044.47,0,-181.05,0,,,0,,,,,,,,30,,,,,,,,0,,,,,,,,56.67,,,,,,,,70.38,,,,,,,,44.44,,,,,,"2017/04/01 00:25:04",1243.95,1227.24,,21,,,,0,,,,,,,,,,,,,,,,,,,105.63,1332.87,304.35
D,TRADING,REGIONSUM,4,"2017/04/01 00:30:00",1,TAS1,1,790.01,2352.94,0,-1.05,624.89,0,-165.12,0,,,3.8,,,,,,,,0,,,,,,,,0,,,,,,,,5.79,,,,,,,,102.1,,,,,,,,83.17,,,,,,"2017/04/01 00:25:04",788.49,790.01,,0,,,,70,,,,,,,,,,,,,,,,,,,152.13,942.14,103.94
D,TRADING,REGIONSUM,4,"2017/04/01 00:30:00",1,VIC1,1,4132.9,7960.81,0,-25.68,4527.98,0,395.08,0,,,65,,,,,,,,53.18,,,,,,,,60,,,,,,,,12,,,,,,,,22.96,,,,,,,,49,,,,,,"2017/04/01 00:25:04",4155.36,4137.59,,38.39,,,,0,,,,,,,,,,,,,,,,,,,140.27,4277.86,304.81
D,TRADING,REGIONSUM,4,"2017/04/01 01:00:00",1,NSW1,2,6778.29,11283.04,0,-36.85,5994.54,0,-783.75,0,,,72,,,,,,,,16,,,,,,,,48.06,,,,,,,,190,,,,,,,,135.56,,,,,,,,136.94,,,,,,"2017/04/01 00:55:04",6827.8,6786.32,,75.7,,,,43.83,,,,,,,,,,,,,,,,,,,5.63,6791.95,33.7
D,TRADING,REGIONSUM,4,"2017/04/01 01:00:00",1,QLD1,2,5084.04,9009.67,236,-29.41,5649.17,0,565.13,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,174.72,,,,,,,,40,,,,,,,,40,,,,,,"2017/04/01 00:55:04",5118.16,5088.76,,22.47,,,,8,,,,,,,,,,,,,,,,,,,90.71,5179.47,0
D,TRADING,REGIONSUM,4,"2017/04/01 01:00:00",1,SA1,2,1141.51,2493.34,0,-13.14,1015.68,0,-125.83,0,,,0,,,,,,,,30,,,,,,,,0,,,,,,,,56.67,,,,,,,,67.62,,,,,,,,42.92,,,,,,"2017/04/01 00:55:04",1160.88,1142.39,,16.67,,,,0,,,,,,,,,,,,,,,,,,,129.2,1271.59,331.34
D,TRADING,REGIONSUM,4,"2017/04/01 01:00:00",1,TAS1,2,775.05,2363.34,0,0.87,601.96,0,-173.09,0,,,66.75,,,,,,,,0,,,,,,,,0,,,,,,,,1.05,,,,,,,,106.06,,,,,,,,88.44,,,,,,"2017/04/01 00:55:04",778.89,775.05,,7.13,,,,78.17,,,,,,,,,,,,,,,,,,,151.88,926.93,114.34
D,TRADING,REGIONSUM,4,"2017/04/01 01:00:00",1,VIC1,2,3974.29,7957.36,0,-8.4,4509.36,0,535.07,0,,,55,,,,,,,,62.1,,,,,,,,60.04,,,,,,,,12,,,,,,,,22.22,,,,,,,,49,,,,,,"2017/04/01 00:55:04",3981.21,3978.2,,5.09,,,,0,,,,,,,,,,,,,,,,,,,152.65,4130.85,301.36
D,TRADING,REGIONSUM,4,"2017/04/01 01:30:00",1,NSW1,3,6455.21,11197.67,0,-45.31,5541.51,0,-913.71,0,,,72,,,,,,,,24.12,,,,,,,,52.67,,,,,,,,187.38,,,,,,,,146.94,,,,,,,,141.46,,,,,,"2017/04/01 01:25:04",6518.84,6468.58,,80.62,,,,64.5,,,,,,,,,,,,,,,,,,,5.93,6474.51,31.67
D,TRADING,REGIONSUM,4,"2017/04/01 01:30:00",1,QLD1,3,4997.54,8950,236,-34.7,5603.55,0,606.01,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,157.45,,,,,,,,40,,,,,,,,40,,,,,,"2017/04/01 01:25:04",5040.32,5004.21,,0,,,,7.33,,,,,,,,,,,,,,,,,,,90.13,5094.34,0
D,TRADING,REGIONSUM,4,"2017/04/01 01:30:00",1,SA1,3,1109.47,2423.17,0,-6.09,918.17,0,-191.3,0,,,0,,,,,,,,30,,,,,,,,5,,,,,,,,36.07,,,,,,,,64.53,,,,,,,,39.58,,,,,,"2017/04/01 01:25:04",1117.37,1111.52,,2.17,,,,0,,,,,,,,,,,,,,,,,,,84.07,1195.59,261.17
D,TRADING,REGIONSUM,4,"2017/04/01 01:30:00",1,TAS1,3,788.64,2382.34,0,-1.42,630.11,0,-158.54,0,,,82.4,,,,,,,,0,,,,,,,,0,,,,,,,,25.76,,,,,,,,112.75,,,,,,,,93.57,,,,,,"2017/04/01 01:25:04",790.32,788.64,,35.55,,,,58.17,,,,,,,,,,,,,,,,,,,147.83,936.47,133.34
D,TRADING,REGIONSUM,4,"2017/04/01 01:30:00",1,VIC1,3,3798.47,7990.55,0,-23.13,4486.87,0,688.4,0,,,49.17,,,,,,,,62.94,,,,,,,,59.39,,,,,,,,11.67,,,,,,,,18.07,,,,,,,,48.67,,,,,,"2017/04/01 01:25:04",3830.79,3807.26,,1.67,,,,0,,,,,,,,,,,,,,,,,,,165.64,3972.90,324.55
D,TRADING,REGIONSUM,4,"2017/04/01 02:00:00",1,NSW1,4,6196.74,11186.81,0,-37.36,5152.95,0,-1043.79,0,,,72,,,,,,,,53.38,,,,,,,,52.84,,,,,,,,172.47,,,,,,,,116.35,,,,,,,,122.34,,,,,,"2017/04/01 01:55:04",6254.53,6217.06,,78,,,,62.17,,,,,,,,,,,,,,,,,,,4.36,6221.42,20.81
D,TRADING,REGIONSUM,4,"2017/04/01 02:00:00",1,QLD1,4,4920.48,9001,236,-19.61,5565.38,0,644.89,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,152.65,,,,,,,,40,,,,,,,,40,,,,,,"2017/04/01 01:55:04",4950.35,4929.01,,0.01,,,,7,,,,,,,,,,,,,,,,,,,90.86,5019.87,0
D,TRADING,REGIONSUM,4,"2017/04/01 02:00:00",1,SA1,4,1046.55,2376.63,0,-9.11,810.63,0,-235.93,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2017/04/01 01:55:04",1059.83,1049.74,,0,,,,0,,,,,,,,,,,,,,,,,,,89.54,1139.28,213.63
D,TRADING,REGIONSUM,4,"2017/04/01 02:00:00",1,TAS1,4,820.95,2414.24,0,-1.63,630.68,0,-190.27,0,,,86.48,,,,,,,,0,,,,,,,,4.21,,,,,,,,42.06,,,,,,,,137.82,,,,,,,,110.26,,,,,,"2017/04/01 01:55:04",823.79,820.95,,39.56,,,,60.83,,,,,,,,,,,,,,,,,,,115.58,936.53,165.24
D,TRADING,REGIONSUM,4,"2017/04/01 02:00:00",1,VIC1,4,3658.68,8036.25,0,-10.8,4531.04,0,872.36,0,,,47.5,,,,,,,,71.71,,,,,,,,68.03,,,,,,,,46.67,,,,,,,,83.54,,,,,,,,81.88,,,,,,"2017/04/01 01:55:04",3679.24,3673.92,,2.43,,,,0,,,,,,,,,,,,,,,,,,,181.99,3855.91,370.25
D,TRADING,REGIONSUM,4,"2017/04/01 02:30:00",1,NSW1,5,6022.94,11288.61,0,-26.8,5051.2,0,-971.74,0,,,72,,,,,,,,50.83,,,,,,,,52,,,,,,,,187.36,,,,,,,,90.72,,,,,,,,123.41,,,,,,"2017/04/01 02:25:04",6072.71,6042.56,,68.33,,,,41.33,,,,,,,,,,,,,,,,,,,4.52,6047.08,22.61
D,TRADING,REGIONSUM,4,"2017/04/01 02:30:00",1,QLD1,5,4869.46,9008.5,236,-13.95,5355.1,0,485.64,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,160.56,,,,,,,,40,,,,,,,,40,,,,,,"2017/04/01 02:25:04",4898.89,4872.5,,15.77,,,,7,,,,,,,,,,,,,,,,,,,91.33,4963.83,0
D,TRADING,REGIONSUM,4,"2017/04/01 02:30:00",1,SA1,5,998.73,2425.31,0,-2.97,866.41,0,-132.33,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2017/04/01 02:25:04",1008.52,999.8,,7.43,,,,0,,,,,,,,,,,,,,,,,,,124.46,1124.26,262.31
D,TRADING,REGIONSUM,4,"2017/04/01 02:30:00",1,TAS1,5,797.8,2408.45,0,-1,511.55,0,-286.26,0,,,54.91,,,,,,,,0,,,,,,,,0,,,,,,,,19.85,,,,,,,,134.75,,,,,,,,105.12,,,,,,"2017/04/01 02:25:04",798.5,797.8,,11.83,,,,78.34,,,,,,,,,,,,,,,,,,,141.23,939.03,159.45
D,TRADING,REGIONSUM,4,"2017/04/01 02:30:00",1,VIC1,5,3548.03,7999.61,0,-2.15,4491.07,0,943.04,0,,,55,,,,,,,,80,,,,,,,,78.83,,,,,,,,47,,,,,,,,82,,,,,,,,78.94,,,,,,"2017/04/01 02:25:04",3555.39,3562.66,,42.43,,,,3.33,,,,,,,,,,,,,,,,,,,205.65,3768.31,333.61
D,TRADING,REGIONSUM,4,"2017/04/01 03:00:00",1,NSW1,6,5949.16,11281.47,0,-5.5,4942.6,0,-1006.56,0,,,72,,,,,,,,53.67,,,,,,,,52,,,,,,,,182.76,,,,,,,,91.47,,,,,,,,124.64,,,,,,"2017/04/01 02:55:03",5984.35,5973.7,,73.5,,,,45.56,,,,,,,,,,,,,,,,,,,1.2,5974.90,15.47
D,TRADING,REGIONSUM,4,"2017/04/01 03:00:00",1,QLD1,6,4845.32,9044.17,236,1.37,5280.37,0,435.05,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,156.56,,,,,,,,40,,,,,,,,40,,,,,,"2017/04/01 02:55:03",4853.29,4846.73,,16.05,,,,7.67,,,,,,,,,,,,,,,,,,,91.63,4938.36,0
D,TRADING,REGIONSUM,4,"2017/04/01 03:00:00",1,SA1,6,985.4,2438.65,0,-2.94,877.5,0,-107.9,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2017/04/01 02:55:03",990.12,986.12,,3.85,,,,0,,,,,,,,,,,,,,,,,,,126.05,1112.17,275.65
D,TRADING,REGIONSUM,4,"2017/04/01 03:00:00",1,TAS1,6,806.75,2410.68,0,-0.3,500.84,0,-305.92,0,,,1.55,,,,,,,,0,,,,,,,,0,,,,,,,,29.96,,,,,,,,137.4,,,,,,,,108.79,,,,,,"2017/04/01 02:55:03",808.69,806.75,,0,,,,71.74,,,,,,,,,,,,,,,,,,,141.79,948.54,161.68
D,TRADING,REGIONSUM,4,"2017/04/01 03:00:00",1,VIC1,6,3440.62,8010.09,0,-6.02,4470.57,0,1029.95,0,,,120.7,,,,,,,,80,,,,,,,,81.67,,,,,,,,47,,,,,,,,82,,,,,,,,77.44,,,,,,"2017/04/01 02:55:03",3464.75,3458.57,,41.01,,,,5.04,,,,,,,,,,,,,,,,,,,217.2,3675.77,344.09
D,TRADING,REGIONSUM,4,"2017/04/01 03:30:00",1,NSW1,7,5882.08,11165.33,0,-13.48,4805.51,0,-1076.57,0,,,72,,,,,,,,54.67,,,,,,,,52.67,,,,,,,,168.5,,,,,,,,53.15,,,,,,,,95.9,,,,,,"2017/04/01 03:25:03",5926.82,5909.65,,63.21,,,,47.98,,,,,,,,,,,,,,,,,,,0.34,5909.99,9.33
D,TRADING,REGIONSUM,4,"2017/04/01 03:30:00",1,QLD1,7,4849.47,9095.83,236,-0.06,5334.04,0,484.58,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,129.77,,,,,,,,40,,,,,,,,40,,,,,,"2017/04/01 03:25:03",4847.61,4852.18,,21.28,,,,7.67,,,,,,,,,,,,,,,,,,,91.19,4943.37,0
