C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2018/01/09,02:35:03,0000000290856804,,0000000290856618
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2017/12/01 00:30:00",1,NSW1,1,7336.02,10176.41,20,-28.07,6552.64,23.31,-806.69,0,,,72,,,,,,,,8,,,,,,,,2,,,,,,,,332.48,,,,,,,,234.64,,,,,,,,240.55,,,,,,"2017/12/01 00:25:04",7464.08,7401.4,,37.35,,,,54.11,,,,,,,,,,,,,,,,,,,10.56,7411.96,243.41
D,TRADING,REGIONSUM,4,"2017/12/01 00:30:00",1,QLD1,1,5703.46,11069,240,-40.71,6711.53,0,1008.07,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,120,,,,,,,,50.75,,,,,,,,60.18,,,,,,"2017/12/01 00:25:04",5777.12,5726.63,,33.82,,,,36.97,,,,,,,,,,,,,,,,,,,132.12,5858.75,0
D,TRADING,REGIONSUM,4,"2017/12/01 00:30:00",1,SA1,1,1381,2757.29,0,-13.53,1520.72,0,139.71,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,13.33,,,,,,,,73.67,,,,,,,,40,,,,,,"2017/12/01 00:25:04",1391.87,1381.04,,2.42,,,,10,,,,,,,,,,,,,,,,,,,80.65,1461.69,601.29
D,TRADING,REGIONSUM,4,"2017/12/01 00:30:00",1,TAS1,1,987.53,2198.11,0,-0.49,886.51,0,-101.02,0,,,137.37,,,,,,,,161.53,,,,,,,,66.32,,,,,,,,38.27,,,,,,,,81.13,,,,,,,,64.9,,,,,,"2017/12/01 00:25:04",982.58,987.53,,46.42,,,,29.02,,,,,,,,,,,,,,,,,,,53.52,1041.05,10.11
D,TRADING,REGIONSUM,4,"2017/12/01 00:30:00",1,VIC1,1,4902.11,8346.58,0,-12.06,4728.68,0,-173.44,0,,,81.67,,,,,,,,0,,,,,,,,0,,,,,,,,46,,,,,,,,50.68,,,,,,,,69,,,,,,"2017/12/01 00:25:04",4926.24,4903.45,,0,,,,0,,,,,,,,,,,,,,,,,,,56.43,4959.88,286.58
D,TRADING,REGIONSUM,4,"2017/12/01 01:00:00",1,NSW1,2,7189.44,10257.34,0,-32.51,6273.92,0,-915.53,0,,,84.14,,,,,,,,15.52,,,,,,,,4,,,,,,,,340.45,,,,,,,,268.61,,,,,,,,283.58,,,,,,"2017/12/01 00:55:04",7277.06,7234.73,,53.25,,,,94.33,,,,,,,,,,,,,,,,,,,0.57,7235.30,204.34
D,TRADING,REGIONSUM,4,"2017/12/01 01:00:00",1,QLD1,2,5559.99,11068,240,-25.66,6624.57,0,1064.58,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,120,,,,,,,,42.59,,,,,,,,58.38,,,,,,"2017/12/01 00:55:04",5629.86,5586.69,,27.92,,,,17.08,,,,,,,,,,,,,,,,,,,133.33,5720.02,0
D,TRADING,REGIONSUM,4,"2017/12/01 01:00:00",1,SA1,2,1314.52,2470.6,0,-12.86,1245.63,0,-68.89,0,,,0,,,,,,,,6.67,,,,,,,,0,,,,,,,,20,,,,,,,,79.75,,,,,,,,40,,,,,,"2017/12/01 00:55:04",1324.02,1316.92,,7.7,,,,10,,,,,,,,,,,,,,,,,,,82.27,1399.19,315.6
D,TRADING,REGIONSUM,4,"2017/12/01 01:00:00",1,TAS1,2,943.89,2200.83,0,0.11,878.48,0,-65.4,0,,,92.9,,,,,,,,145.22,,,,,,,,76.75,,,,,,,,35.88,,,,,,,,81.76,,,,,,,,65.41,,,,,,"2017/12/01 00:55:04",937.63,943.89,,47.8,,,,25.26,,,,,,,,,,,,,,,,,,,57.79,1001.68,12.83
D,TRADING,REGIONSUM,4,"2017/12/01 01:00:00",1,VIC1,2,4688.16,8369.29,0,-18.51,4750.18,0,62.03,0,,,122.06,,,,,,,,53.33,,,,,,,,34.08,,,,,,,,49.33,,,,,,,,63.34,,,,,,,,72.33,,,,,,"2017/12/01 00:55:04",4714.04,4690.56,,0,,,,0,,,,,,,,,,,,,,,,,,,85.49,4776.05,363.29
