C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2017/03/02,02:20:04,0000000281400039,,0000000281399852
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2017/01/01 00:30:00",1,NSW1,1,7259.07,11971.66,0,-32.06,6522.87,0,-736.21,0,,,90,,,,,,,,44,,,,,,,,28,,,,,,,,216,,,,,,,,103,,,,,,,,127.3,,,,,,"2017/01/01 00:25:04",7332.44,7283.3,,56.83,,,,41.83,,,,,,,,,,,,,,,,,,,3.26,7286.56,13.66
D,TRADING,REGIONSUM,4,"2017/01/01 00:30:00",1,QLD1,1,6462.14,10595,245,-47.91,6535.18,0,73.04,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,153,,,,,,,,49.61,,,,,,,,49,,,,,,"2017/01/01 00:25:04",6507.25,6460.18,,9.96,,,,50.37,,,,,,,,,,,,,,,,,,,92.18,6552.36,0
D,TRADING,REGIONSUM,4,"2017/01/01 00:30:00",1,SA1,1,1395.21,2035.91,0,-11.96,903.85,0,-491.36,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,5.92,,,,,,,,29.72,,,,,,,,20.22,,,,,,"2017/01/01 00:25:04",1427.69,1415.25,,6,,,,12.6,,,,,,,,,,,,,,,,,,,19.53,1434.78,234.91
D,TRADING,REGIONSUM,4,"2017/01/01 00:30:00",1,TAS1,1,863.08,2222.31,0,0.03,531.37,0,-331.71,0,,,7.44,,,,,,,,0,,,,,,,,0,,,,,,,,53.63,,,,,,,,85.37,,,,,,,,68.29,,,,,,"2017/01/01 00:25:04",868.29,863.08,,18.85,,,,5.2,,,,,,,,,,,,,,,,,,,51.01,914.09,12.31
D,TRADING,REGIONSUM,4,"2017/01/01 00:30:00",1,VIC1,1,4097.58,9900.63,0,-28.59,5701.71,0,1604.13,0,,,93.33,,,,,,,,53.04,,,,,,,,47.02,,,,,,,,54.98,,,,,,,,109.9,,,,,,,,112.79,,,,,,"2017/01/01 00:25:04",4202.13,4173.16,,28.36,,,,20,,,,,,,,,,,,,,,,,,,84.65,4257.81,25.63
D,TRADING,REGIONSUM,4,"2017/01/01 01:00:00",1,NSW1,2,7046.41,11970.09,0,-34.23,6493.98,0,-552.43,0,,,42,,,,,,,,22.67,,,,,,,,13.64,,,,,,,,198.48,,,,,,,,95.36,,,,,,,,95.39,,,,,,"2017/01/01 00:55:03",7123.23,7059.91,,49.93,,,,51.94,,,,,,,,,,,,,,,,,,,3.58,7063.49,12.09
D,TRADING,REGIONSUM,4,"2017/01/01 01:00:00",1,QLD1,2,6352.82,10600.83,245,-44.5,6401.43,0,48.62,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,153,,,,,,,,46.21,,,,,,,,49,,,,,,"2017/01/01 00:55:03",6398.42,6351.44,,0,,,,50.37,,,,,,,,,,,,,,,,,,,93.25,6444.69,0
D,TRADING,REGIONSUM,4,"2017/01/01 01:00:00",1,SA1,2,1306.86,1991.53,0,-10.67,707.82,0,-599.05,0,,,0,,,,,,,,20,,,,,,,,0,,,,,,,,2.21,,,,,,,,30,,,,,,,,29.45,,,,,,"2017/01/01 00:55:03",1339.01,1326.56,,12,,,,7.69,,,,,,,,,,,,,,,,,,,13.86,1340.42,190.53
D,TRADING,REGIONSUM,4,"2017/01/01 01:00:00",1,TAS1,2,872,2219.78,0,-0.06,449.7,0,-422.3,0,,,41.25,,,,,,,,0,,,,,,,,0,,,,,,,,61.88,,,,,,,,90.34,,,,,,,,72.27,,,,,,"2017/01/01 00:55:03",875.73,872,,11.67,,,,0,,,,,,,,,,,,,,,,,,,52.93,924.93,9.78
D,TRADING,REGIONSUM,4,"2017/01/01 01:00:00",1,VIC1,2,4034.74,9897.08,0,-23.46,5664.54,0,1629.8,0,,,109.63,,,,,,,,98.52,,,,,,,,68.1,,,,,,,,77.73,,,,,,,,130.07,,,,,,,,145.88,,,,,,"2017/01/01 00:55:03",4119.33,4107.56,,46.4,,,,20,,,,,,,,,,,,,,,,,,,72.1,4179.66,22.08
