C,SETP.WORLD,DVD_TRADINGPRICE,AEMO,PUBLIC,2017/09/07,05:05:03,0000000287091341,,0000000287091156
I,TRADING,PRICE,2,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,PRICE_STATUS
D,TRADING,PRICE,2,"2017/08/01 01:30:00",1,NSW1,3,92.68,0,0,"2017/08/01 01:25:04",92.68,9.9,9.9,2.46,2.46,9.3,9.3,33.12,33.12,0.02,0.02,0.04,0.04,0.17,0.17,22.14,22.14,FIRM
D,TRADING,PRICE,2,"2017/08/01 01:30:00",1,QLD1,3,64.88,0,0,"2017/08/01 01:25:04",64.88,9.9,9.9,2.46,2.46,9.3,9.3,33.12,33.12,0.02,0.02,0.04,0.04,0.17,0.17,22.14,22.14,FIRM
D,TRADING,PRICE,2,"2017/08/01 01:30:00",1,SA1,3,125.81,0,0,"2017/08/01 01:25:04",125.81,9.9,9.9,2.46,2.46,9.3,9.3,33.12,33.12,0.02,0.02,0.04,0.04,0.17,0.17,22.14,22.14,FIRM
D,TRADING,PRICE,2,"2017/08/01 01:30:00",1,TAS1,3,110.61,0,0,"2017/08/01 01:25:04",110.61,9.9,9.9,2.39,2.39,9.3,9.3,33.1,33.1,0.02,0.02,0.04,0.04,0.17,0.17,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 01:30:00",1,VIC1,3,119.28,0,0,"2017/08/01 01:25:04",119.28,9.9,9.9,2.46,2.46,9.3,9.3,33.12,33.12,0.02,0.02,0.04,0.04,0.17,0.17,22.14,22.14,FIRM
D,TRADING,PRICE,2,"2017/08/01 02:00:00",1,NSW1,4,80.56,0,0,"2017/08/01 01:55:04",80.56,11.6,11.6,4.34,4.34,9.99,9.99,28.8,28.8,0.02,0.02,0.06,0.06,0.17,0.17,20.78,20.78,FIRM
D,TRADING,PRICE,2,"2017/08/01 02:00:00",1,QLD1,4,63.57,0,0,"2017/08/01 01:55:04",63.57,11.6,11.6,4.34,4.34,9.99,9.99,28.8,28.8,0.02,0.02,0.06,0.06,0.17,0.17,20.78,20.78,FIRM
D,TRADING,PRICE,2,"2017/08/01 02:00:00",1,SA1,4,119.91,0,0,"2017/08/01 01:55:04",119.91,11.6,11.6,4.34,4.34,9.99,9.99,28.8,28.8,0.02,0.02,0.06,0.06,0.17,0.17,20.78,20.78,FIRM
D,TRADING,PRICE,2,"2017/08/01 02:00:00",1,TAS1,4,106.63,0,0,"2017/08/01 01:55:04",106.63,11.6,11.6,4.34,4.34,9.99,9.99,28.8,28.8,0.02,0.02,0.06,0.06,0.17,0.17,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 02:00:00",1,VIC1,4,113.56,0,0,"2017/08/01 01:55:04",113.56,11.6,11.6,4.34,4.34,9.99,9.99,28.8,28.8,0.02,0.02,0.06,0.06,0.17,0.17,20.78,20.78,FIRM
D,TRADING,PRICE,2,"2017/08/01 02:30:00",1,NSW1,5,77.57,0,0,"2017/08/01 02:25:03",77.57,13.07,13.07,4.97,4.97,9.99,9.99,31.16,31.16,0.02,0.02,0.06,0.06,0.17,0.17,20.32,20.32,FIRM
D,TRADING,PRICE,2,"2017/08/01 02:30:00",1,QLD1,5,63.46,0,0,"2017/08/01 02:25:03",63.46,13.07,13.07,4.97,4.97,9.99,9.99,31.16,31.16,0.02,0.02,0.06,0.06,0.17,0.17,20.32,20.32,FIRM
D,TRADING,PRICE,2,"2017/08/01 02:30:00",1,SA1,5,127.67,0,0,"2017/08/01 02:25:03",127.67,13.07,13.07,4.97,4.97,9.99,9.99,31.16,31.16,0.02,0.02,0.06,0.06,0.17,0.17,20.32,20.32,FIRM
D,TRADING,PRICE,2,"2017/08/01 02:30:00",1,TAS1,5,114.38,0,0,"2017/08/01 02:25:03",114.38,13.07,13.07,4.97,4.97,9.99,9.99,31.16,31.16,0.02,0.02,0.06,0.06,0.17,0.17,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 02:30:00",1,VIC1,5,119.71,0,0,"2017/08/01 02:25:03",119.71,13.07,13.07,4.97,4.97,9.99,9.99,31.16,31.16,0.02,0.02,0.06,0.06,0.17,0.17,20.32,20.32,FIRM
D,TRADING,PRICE,2,"2017/08/01 03:00:00",1,NSW1,6,74.4,0,0,"2017/08/01 02:55:04",74.4,10.8,10.8,3.39,3.39,9.99,9.99,29.66,29.66,0.02,0.02,0.06,0.06,0.19,0.19,20.12,20.12,FIRM
D,TRADING,PRICE,2,"2017/08/01 03:00:00",1,QLD1,6,61.92,0,0,"2017/08/01 02:55:04",61.92,10.8,10.8,3.39,3.39,9.99,9.99,29.66,29.66,0.02,0.02,0.06,0.06,0.19,0.19,20.12,20.12,FIRM
D,TRADING,PRICE,2,"2017/08/01 03:00:00",1,SA1,6,120.27,0,0,"2017/08/01 02:55:04",120.27,10.8,10.8,3.39,3.39,9.99,9.99,29.66,29.66,0.02,0.02,0.06,0.06,0.19,0.19,20.12,20.12,FIRM
D,TRADING,PRICE,2,"2017/08/01 03:00:00",1,TAS1,6,108.3,0,0,"2017/08/01 02:55:04",108.3,10.8,10.8,3.39,3.39,9.99,9.99,29.66,29.66,0.02,0.02,0.06,0.06,0.19,0.19,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 03:00:00",1,VIC1,6,112.48,0,0,"2017/08/01 02:55:04",112.48,10.8,10.8,3.39,3.39,9.99,9.99,29.66,29.66,0.02,0.02,0.06,0.06,0.19,0.19,20.12,20.12,FIRM
D,TRADING,PRICE,2,"2017/08/01 03:30:00",1,NSW1,7,99.86,0,0,"2017/08/01 03:25:03",99.86,16.56,16.56,5.71,5.71,14.23,14.23,34.95,34.95,0.02,0.02,0.06,0.06,0.19,0.19,20.07,20.07,FIRM
D,TRADING,PRICE,2,"2017/08/01 03:30:00",1,QLD1,7,64.85,0,0,"2017/08/01 03:25:03",64.85,16.56,16.56,5.71,5.71,14.23,14.23,34.95,34.95,0.02,0.02,0.06,0.06,0.19,0.19,20.07,20.07,FIRM
D,TRADING,PRICE,2,"2017/08/01 03:30:00",1,SA1,7,118.3,0,0,"2017/08/01 03:25:03",118.3,16.56,16.56,5.71,5.71,14.23,14.23,34.95,34.95,0.02,0.02,0.06,0.06,0.19,0.19,20.07,20.07,FIRM
D,TRADING,PRICE,2,"2017/08/01 03:30:00",1,TAS1,7,106.36,0,0,"2017/08/01 03:25:03",106.36,16.56,16.56,5.71,5.71,14.23,14.23,34.95,34.95,0.02,0.02,0.06,0.06,0.19,0.19,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 03:30:00",1,VIC1,7,109.97,0,0,"2017/08/01 03:25:03",109.97,16.56,16.56,5.71,5.71,14.23,14.23,34.95,34.95,0.02,0.02,0.06,0.06,0.19,0.19,20.07,20.07,FIRM
D,TRADING,PRICE,2,"2017/08/01 04:00:00",1,NSW1,8,94.7,0,0,"2017/08/01 03:55:04",94.7,20.77,20.77,5.32,5.32,13.89,13.89,33.73,33.73,0.02,0.02,0.06,0.06,0.19,0.19,20.6,20.6,FIRM
D,TRADING,PRICE,2,"2017/08/01 04:00:00",1,QLD1,8,67.21,0,0,"2017/08/01 03:55:04",67.21,20.77,20.77,5.32,5.32,13.89,13.89,33.73,33.73,0.02,0.02,0.06,0.06,0.19,0.19,20.6,20.6,FIRM
D,TRADING,PRICE,2,"2017/08/01 04:00:00",1,SA1,8,114.96,0,0,"2017/08/01 03:55:04",114.96,20.77,20.77,5.32,5.32,13.89,13.89,33.73,33.73,0.02,0.02,0.06,0.06,0.19,0.19,20.6,20.6,FIRM
D,TRADING,PRICE,2,"2017/08/01 04:00:00",1,TAS1,8,104.83,0,0,"2017/08/01 03:55:04",104.83,20.77,20.77,5.32,5.32,13.89,13.89,33.88,33.88,0.01,0.01,0.02,0.02,0.06,0.06,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 04:00:00",1,VIC1,8,107.2,0,0,"2017/08/01 03:55:04",107.2,20.77,20.77,5.32,5.32,13.89,13.89,33.73,33.73,0.02,0.02,0.06,0.06,0.19,0.19,20.6,20.6,FIRM
D,TRADING,PRICE,2,"2017/08/01 04:30:00",1,NSW1,9,88.46,0,0,"2017/08/01 04:25:04",88.46,14.79,14.79,10,10,14.95,14.95,30.7,30.7,0.02,0.02,0.06,0.06,0.19,0.19,20.13,20.13,FIRM
D,TRADING,PRICE,2,"2017/08/01 04:30:00",1,QLD1,9,64.88,0,0,"2017/08/01 04:25:04",64.88,14.79,14.79,10,10,14.95,14.95,30.7,30.7,0.02,0.02,0.06,0.06,0.19,0.19,20.13,20.13,FIRM
D,TRADING,PRICE,2,"2017/08/01 04:30:00",1,SA1,9,122.48,0,0,"2017/08/01 04:25:04",122.48,14.79,14.79,10,10,14.95,14.95,30.7,30.7,0.02,0.02,0.06,0.06,0.19,0.19,20.13,20.13,FIRM
D,TRADING,PRICE,2,"2017/08/01 04:30:00",1,TAS1,9,110.82,0,0,"2017/08/01 04:25:04",110.82,14.79,14.79,10,10,14.95,14.95,30.04,30.04,0.02,0.02,0.06,0.06,0.17,0.17,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 04:30:00",1,VIC1,9,115.12,0,0,"2017/08/01 04:25:04",115.12,14.79,14.79,10,10,14.95,14.95,30.7,30.7,0.02,0.02,0.06,0.06,0.19,0.19,20.13,20.13,FIRM
D,TRADING,PRICE,2,"2017/08/01 05:00:00",1,NSW1,10,88.35,0,0,"2017/08/01 04:55:04",88.35,14.83,14.83,10,10,14.95,14.95,31.52,31.52,0.02,0.02,0.06,0.06,0.19,0.19,20.02,20.02,FIRM
D,TRADING,PRICE,2,"2017/08/01 05:00:00",1,QLD1,10,66.09,0,0,"2017/08/01 04:55:04",66.09,14.83,14.83,10,10,14.95,14.95,31.52,31.52,0.02,0.02,0.06,0.06,0.19,0.19,20.02,20.02,FIRM
D,TRADING,PRICE,2,"2017/08/01 05:00:00",1,SA1,10,122.62,0,0,"2017/08/01 04:55:04",122.62,14.83,14.83,10,10,14.95,14.95,31.52,31.52,0.02,0.02,0.06,0.06,0.19,0.19,20.02,20.02,FIRM
D,TRADING,PRICE,2,"2017/08/01 05:00:00",1,TAS1,10,111.95,0,0,"2017/08/01 04:55:04",111.95,14.83,14.83,10,10,14.95,14.95,31.16,31.16,0.02,0.02,0.06,0.06,0.17,0.17,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 05:00:00",1,VIC1,10,116.18,0,0,"2017/08/01 04:55:04",116.18,14.83,14.83,10,10,14.95,14.95,31.52,31.52,0.02,0.02,0.06,0.06,0.19,0.19,20.02,20.02,FIRM
D,TRADING,PRICE,2,"2017/08/01 05:30:00",1,NSW1,11,97.3,0,0,"2017/08/01 05:25:04",97.3,14.87,14.87,10,10,14.05,14.05,32.74,32.74,0.02,0.02,0.06,0.06,0.17,0.17,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 05:30:00",1,QLD1,11,82.56,0,0,"2017/08/01 05:25:04",82.56,14.87,14.87,10,10,14.05,14.05,32.74,32.74,0.02,0.02,0.06,0.06,0.17,0.17,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 05:30:00",1,SA1,11,118.71,0,0,"2017/08/01 05:25:04",118.71,14.87,14.87,10,10,14.05,14.05,32.74,32.74,0.02,0.02,0.06,0.06,0.17,0.17,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 05:30:00",1,TAS1,11,105.99,0,0,"2017/08/01 05:25:04",105.99,14.87,14.87,10,10,14.05,14.05,25.36,25.36,0.02,0.02,0.06,0.06,0.17,0.17,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 05:30:00",1,VIC1,11,112.49,0,0,"2017/08/01 05:25:04",112.49,14.87,14.87,10,10,14.05,14.05,32.74,32.74,0.02,0.02,0.06,0.06,0.17,0.17,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 06:00:00",1,NSW1,12,90.71,0,0,"2017/08/01 05:55:04",90.71,19.14,19.14,11.74,11.74,15,15,38.72,38.72,0.02,0.02,0.02,0.02,0.17,0.17,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 06:00:00",1,QLD1,12,79.95,0,0,"2017/08/01 05:55:04",79.95,19.14,19.14,11.74,11.74,15,15,38.72,38.72,0.02,0.02,0.02,0.02,0.17,0.17,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 06:00:00",1,SA1,12,146.61,0,0,"2017/08/01 05:55:04",146.61,19.14,19.14,11.74,11.74,15,15,38.72,38.72,0.02,0.02,0.02,0.02,0.17,0.17,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 06:00:00",1,TAS1,12,128.21,0,0,"2017/08/01 05:55:04",128.21,19.14,19.14,10,10,15,15,38.72,38.72,0.02,0.02,0.02,0.02,0.17,0.17,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 06:00:00",1,VIC1,12,141.58,0,0,"2017/08/01 05:55:04",141.58,19.14,19.14,11.74,11.74,15,15,38.72,38.72,0.02,0.02,0.02,0.02,0.17,0.17,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 06:30:00",1,NSW1,13,181.79,0,0,"2017/08/01 06:25:04",181.79,41.55,41.55,22.28,22.28,27.59,27.59,61.5,61.5,0.02,0.02,0.02,0.02,0.17,0.17,20.71,20.71,FIRM
D,TRADING,PRICE,2,"2017/08/01 06:30:00",1,QLD1,13,159.77,0,0,"2017/08/01 06:25:04",159.77,41.55,41.55,22.28,22.28,27.59,27.59,61.5,61.5,0.02,0.02,0.02,0.02,0.17,0.17,20.71,20.71,FIRM
D,TRADING,PRICE,2,"2017/08/01 06:30:00",1,SA1,13,209.53,0,0,"2017/08/01 06:25:04",209.53,41.55,41.55,22.28,22.28,27.59,27.59,61.5,61.5,0.02,0.02,0.02,0.02,0.17,0.17,20.71,20.71,FIRM
D,TRADING,PRICE,2,"2017/08/01 06:30:00",1,TAS1,13,144.82,0,0,"2017/08/01 06:25:04",144.82,22.5,22.5,10,10,15,15,48.91,48.91,0.02,0.02,0.02,0.02,0.17,0.17,20,20,FIRM
D,TRADING,PRICE,2,"2017/08/01 06:30:00",1,VIC1,13,213.25,0,0,"2017/08/01 06:25:04",213.25,41.55,41.55,22.28,22.28,27.59,27.59,61.5,61.5,0.02,0.02,0.02,0.02,0.17,0.17,20.71,20.71,FIRM
D,TRADING,PRICE,2,"2017/08/01 07:00:00",1,NSW1,14,267.9,0,0,"2017/08/01 06:55:03",267.9,46.97,46.97,15.48,15.48,30,30,78.73,78.73,0,0,0.02,0.02,0.17,0.17,22.68,22.68,FIRM
D,TRADING,PRICE,2,"2017/08/01 07:00:00",1,QLD1,14,231,0,0,"2017/08/01 06:55:03",231,46.97,46.97,15.48,15.48,30,30,78.73,78.73,0,0,0.02,0.02,0.17,0.17,22.68,22.68,FIRM
D,TRADING,PRICE,2,"2017/08/01 07:00:00",1,SA1,14,264.36,0,0,"2017/08/01 06:55:03",264.36,46.97,46.97,15.48,15.48,30,30,78.73,78.73,0,0,0.02,0.02,0.17,0.17,22.68,22.68,FIRM
D,TRADING,PRICE,2,"2017/08/01 07:00:00",1,TAS1,14,248.25,0,0,"2017/08/01 06:55:03",248.25,46.97,46.97,13.85,13.85,30,30,78.73,78.73,0,0,0.02,0.02,0.17,0.17,16.7,16.7,FIRM
D,TRADING,PRICE,2,"2017/08/01 07:00:00",1,VIC1,14,276.95,0,0,"2017/08/01 06:55:03",276.95,46.97,46.97,15.48,15.48,30,30,78.73,78.73,0,0,0.02,0.02,0.17,0.17,22.68,22.68,FIRM
D,TRADING,PRICE,2,"2017/08/01 07:30:00",1,NSW1,15,170.64,0,0,"2017/08/01 07:25:03",170.64,23.73,23.73,12.43,12.43,24.43,24.43,71.32,71.32,0,0,0.02,0.02,0.16,0.16,41.97,41.97,FIRM
D,TRADING,PRICE,2,"2017/08/01 07:30:00",1,QLD1,15,150.13,0,0,"2017/08/01 07:25:03",150.13,23.73,23.73,12.43,12.43,24.43,24.43,71.32,71.32,0,0,0.02,0.02,0.16,0.16,41.97,41.97,FIRM
D,TRADING,PRICE,2,"2017/08/01 07:30:00",1,SA1,15,181.14,0,0,"2017/08/01 07:25:03",181.14,23.73,23.73,12.43,12.43,24.43,24.43,71.32,71.32,0,0,0.02,0.02,0.16,0.16,41.97,41.97,FIRM
D,TRADING,PRICE,2,"2017/08/01 07:30:00",1,TAS1,15,168.47,0,0,"2017/08/01 07:25:03",168.47,23.73,23.73,12.43,12.43,24.43,24.43,71.32,71.32,0,0,0.02,0.02,0.16,0.16,3.47,3.47,FIRM
D,TRADING,PRICE,2,"2017/08/01 07:30:00",1,VIC1,15,182.08,0,0,"2017/08/01 07:25:03",182.08,23.73,23.73,12.43,12.43,24.43,24.43,71.32,71.32,0,0,0.02,0.02,0.16,0.16,41.97,41.97,FIRM
D,TRADING,PRICE,2,"2017/08/01 08:00:00",1,NSW1,16,178.25,0,0,"2017/08/01 07:55:03",178.25,27.93,27.93,15.95,15.95,30,30,88.23,88.23,0,0,0.02,0.02,0.11,0.11,41.24,41.24,FIRM
D,TRADING,PRICE,2,"2017/08/01 08:00:00",1,QLD1,16,123.3,0,0,"2017/08/01 07:55:03",123.3,27.93,27.93,15.95,15.95,30,30,88.23,88.23,0,0,0.02,0.02,0.11,0.11,41.24,41.24,FIRM
D,TRADING,PRICE,2,"2017/08/01 08:00:00",1,SA1,16,211.03,0,0,"2017/08/01 07:55:03",211.03,27.93,27.93,15.95,15.95,30,30,88.23,88.23,0,0,0.02,0.02,0.11,0.11,41.24,41.24,FIRM
D,TRADING,PRICE,2,"2017/08/01 08:00:00",1,TAS1,16,185.87,0,0,"2017/08/01 07:55:03",185.87,27.93,27.93,15.95,15.95,30,30,88.23,88.23,0,0,0.02,0.02,0.11,0.11,0.11,0.11,FIRM
D,TRADING,PRICE,2,"2017/08/01 08:00:00",1,VIC1,16,204.64,0,0,"2017/08/01 07:55:03",204.64,27.93,27.93,15.95,15.95,30,30,88.23,88.23,0,0,0.02,0.02,0.11,0.11,41.24,41.24,FIRM
D,TRADING,PRICE,2,"2017/08/01 08:30:00",1,NSW1,17,118.94,0,0,"2017/08/01 08:25:04",118.94,20.9,20.9,10,10,24.16,24.16,60.35,60.35,0,0,0.02,0.02,0.11,0.11,45.6,45.6,FIRM
D,TRADING,PRICE,2,"2017/08/01 08:30:00",1,QLD1,17,70.25,0,0,"2017/08/01 08:25:04",70.25,20.9,20.9,10,10,24.16,24.16,60.35,60.35,0,0,0.02,0.02,0.11,0.11,45.6,45.6,FIRM
D,TRADING,PRICE,2,"2017/08/01 08:30:00",1,SA1,17,165.31,0,0,"2017/08/01 08:25:04",165.31,20.9,20.9,10,10,24.16,24.16,60.35,60.35,0,0,0.02,0.02,0.11,0.11,45.6,45.6,FIRM
D,TRADING,PRICE,2,"2017/08/01 08:30:00",1,TAS1,17,145.33,0,0,"2017/08/01 08:25:04",145.33,20.9,20.9,10,10,24.16,24.16,60.35,60.35,0,0,0.02,0.02,0.11,0.11,0.11,0.11,FIRM
D,TRADING,PRICE,2,"2017/08/01 08:30:00",1,VIC1,17,156.45,0,0,"2017/08/01 08:25:04",156.45,20.9,20.9,10,10,24.16,24.16,60.35,60.35,0,0,0.02,0.02,0.11,0.11,45.6,45.6,FIRM
D,TRADING,PRICE,2,"2017/08/01 09:00:00",1,NSW1,18,90.29,0,0,"2017/08/01 08:55:04",90.29,20.17,20.17,9.97,9.97,15.98,15.98,49.63,49.63,0,0,0.01,0.01,0.12,0.12,40.26,40.26,FIRM
D,TRADING,PRICE,2,"2017/08/01 09:00:00",1,QLD1,18,51.71,0,0,"2017/08/01 08:55:04",51.71,20.17,20.17,9.97,9.97,15.98,15.98,49.63,49.63,0,0,0.01,0.01,0.12,0.12,40.26,40.26,FIRM
D,TRADING,PRICE,2,"2017/08/01 09:00:00",1,SA1,18,152.31,0,0,"2017/08/01 08:55:04",152.31,20.17,20.17,9.97,9.97,15.98,15.98,49.63,49.63,0,0,0.01,0.01,0.12,0.12,40.26,40.26,FIRM
D,TRADING,PRICE,2,"2017/08/01 09:00:00",1,TAS1,18,137.15,0,0,"2017/08/01 08:55:04",137.15,20.17,20.17,9.97,9.97,15.98,15.98,49.63,49.63,0,0,0.01,0.01,0.12,0.12,3.42,3.42,FIRM
D,TRADING,PRICE,2,"2017/08/01 09:00:00",1,VIC1,18,145.12,0,0,"2017/08/01 08:55:04",145.12,20.17,20.17,9.97,9.97,15.98,15.98,49.63,49.63,0,0,0.01,0.01,0.12,0.12,40.26,40.26,FIRM
D,TRADING,PRICE,2,"2017/08/01 09:30:00",1,NSW1,19,98.49,0,0,"2017/08/01 09:25:04",98.49,22.77,22.77,11.07,11.07,27.31,27.31,55.73,55.73,0,0,0.02,0.02,0.17,0.17,28.8,28.8,FIRM
D,TRADING,PRICE,2,"2017/08/01 09:30:00",1,QLD1,19,84.02,0,0,"2017/08/01 09:25:04",84.02,22.77,22.77,11.07,11.07,27.31,27.31,55.73,55.73,0,0,0.02,0.02,0.17,0.17,28.8,28.8,FIRM
D,TRADING,PRICE,2,"2017/08/01 09:30:00",1,SA1,19,136.38,0,0,"2017/08/01 09:25:04",136.38,22.77,22.77,11.07,11.07,27.31,27.31,55.73,55.73,0,0,0.02,0.02,0.17,0.17,28.8,28.8,FIRM
D,TRADING,PRICE,2,"2017/08/01 09:30:00",1,TAS1,19,126.38,0,0,"2017/08/01 09:25:04",126.38,22.77,22.77,11.07,11.07,27.31,27.31,55.73,55.73,0,0,0.02,0.02,0.17,0.17,13.39,13.39,FIRM
D,TRADING,PRICE,2,"2017/08/01 09:30:00",1,VIC1,19,133.02,0,0,"2017/08/01 09:25:04",133.02,22.77,22.77,11.07,11.07,27.31,27.31,55.73,55.73,0,0,0.02,0.02,0.17,0.17,28.8,28.8,FIRM
D,TRADING,PRICE,2,"2017/08/01 10:00:00",1,NSW1,20,97.54,0,0,"2017/08/01 09:55:04",97.54,17.13,17.13,9.74,9.74,15,15,32.71,32.71,0,0,0.02,0.02,0.16,0.16,32.14,32.14,FIRM
D,TRADING,PRICE,2,"2017/08/01 10:00:00",1,QLD1,20,82.33,0,0,"2017/08/01 09:55:04",82.33,17.13,17.13,9.74,9.74,15,15,32.71,32.71,0,0,0.02,0.02,0.16,0.16,32.14,32.14,FIRM
D,TRADING,PRICE,2,"2017/08/01 10:00:00",1,SA1,20,117.03,0,0,"2017/08/01 09:55:04",117.03,17.13,17.13,9.74,9.74,15,15,32.71,32.71,0,0,0.02,0.02,0.16,0.16,32.14,32.14,FIRM
D,TRADING,PRICE,2,"2017/08/01 10:00:00",1,TAS1,20,110.1,0,0,"2017/08/01 09:55:04",110.1,17.13,17.13,9.87,9.87,15,15,32.41,32.41,0,0,0.02,0.02,0.16,0.16,3.47,3.47,FIRM
D,TRADING,PRICE,2,"2017/08/01 10:00:00",1,VIC1,20,113.82,0,0,"2017/08/01 09:55:04",113.82,17.13,17.13,9.74,9.74,15,15,32.71,32.71,0,0,0.02,0.02,0.16,0.16,32.14,32.14,FIRM
D,TRADING,PRICE,2,"2017/08/01 10:30:00",1,NSW1,21,92.75,0,0,"2017/08/01 10:25:04",92.75,19.74,19.74,7.15,7.15,15,15,31.33,31.33,0.02,0.02,0.02,0.02,0.16,0.16,42.01,42.01,FIRM
D,TRADING,PRICE,2,"2017/08/01 10:30:00",1,QLD1,21,70.07,0,0,"2017/08/01 10:25:04",70.07,19.74,19.74,7.15,7.15,15,15,31.33,31.33,0.02,0.02,0.02,0.02,0.16,0.16,42.01,42.01,FIRM
D,TRADING,PRICE,2,"2017/08/01 10:30:00",1,SA1,21,114.01,0,0,"2017/08/01 10:25:04",114.01,19.74,19.74,7.15,7.15,15,15,31.33,31.33,0.02,0.02,0.02,0.02,0.16,0.16,42.01,42.01,FIRM
D,TRADING,PRICE,2,"2017/08/01 10:30:00",1,TAS1,21,108.13,0,0,"2017/08/01 10:25:04",108.13,20.74,20.74,9.97,9.97,15,15,30,30,0.01,0.01,0.01,0.01,0.16,0.16,0.16,0.16,FIRM
