C,SETP.WORLD,DVD_TRADINGPRICE,AEMO,PUBLIC,2020/01/07,00:20:04,0000000317410240,,0000000317410030
I,TRADING,PRICE,2,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,PRICE_STATUS
D,TRADING,PRICE,2,"2019/12/04 18:00:00",1,NSW1,36,53.52,0,0,"2019/12/04 17:55:03",53.52,11.18,11.18,14.04,14.04,0.99,0.99,55.37,55.37,0.03,0.03,0.11,0.11,0.15,0.15,20.66,20.66,FIRM
D,TRADING,PRICE,2,"2019/12/04 18:00:00",1,VIC1,36,44.6,0,0,"2019/12/04 17:55:03",44.6,11.18,11.18,14.04,14.04,0.99,0.99,55.37,55.37,0.03,0.03,0.11,0.11,0.15,0.15,20.66,20.66,FIRM
D,TRADING,PRICE,2,"2019/12/04 18:00:00",1,SA1,36,43.99,0,0,"2019/12/04 17:55:03",43.99,11.18,11.18,14.04,14.04,0.99,0.99,55.37,55.37,0.03,0.03,0.11,0.11,0.15,0.15,20.66,20.66,FIRM
D,TRADING,PRICE,2,"2019/12/04 18:00:00",1,QLD1,36,67.99,0,0,"2019/12/04 17:55:03",67.99,11.18,11.18,14.04,14.04,0.99,0.99,55.37,55.37,0.03,0.03,0.11,0.11,0.15,0.15,20.66,20.66,FIRM
D,TRADING,PRICE,2,"2019/12/04 18:00:00",1,TAS1,36,24.26,0,0,"2019/12/04 17:55:03",24.26,8,8,18.67,18.67,5.23,5.23,7.7,7.7,0.03,0.03,0.15,0.15,0.13,0.13,24.02,24.02,FIRM
D,TRADING,PRICE,2,"2019/12/04 23:00:00",1,NSW1,46,52.1,0,0,"2019/12/04 22:55:04",52.1,7.82,7.82,7.58,7.58,1.07,1.07,27.96,27.96,0.04,0.04,0.16,0.16,0.12,0.12,14.29,14.29,FIRM
D,TRADING,PRICE,2,"2019/12/04 23:00:00",1,VIC1,46,42.34,0,0,"2019/12/04 22:55:04",42.34,7.82,7.82,7.58,7.58,1.07,1.07,27.96,27.96,0.04,0.04,0.16,0.16,0.12,0.12,14.29,14.29,FIRM
D,TRADING,PRICE,2,"2019/12/04 23:00:00",1,SA1,46,64.92,0,0,"2019/12/04 22:55:04",64.92,7.82,7.82,7.58,7.58,1.07,1.07,27.96,27.96,0.04,0.04,0.16,0.16,0.12,0.12,14.29,14.29,FIRM
D,TRADING,PRICE,2,"2019/12/04 23:00:00",1,QLD1,46,54.45,0,0,"2019/12/04 22:55:04",54.45,7.82,7.82,7.58,7.58,1.07,1.07,27.96,27.96,0.04,0.04,0.16,0.16,0.12,0.12,14.29,14.29,FIRM
D,TRADING,PRICE,2,"2019/12/04 23:00:00",1,TAS1,46,26.5,0,0,"2019/12/04 22:55:04",26.5,0.25,0.25,0.25,0.25,0.7,0.7,9.5,9.5,0.04,0.04,0.16,0.16,0.12,0.12,14.29,14.29,FIRM
D,TRADING,PRICE,2,"2019/12/04 23:30:00",1,NSW1,47,52.15,0,0,"2019/12/04 23:25:03",52.15,8.38,8.38,7.15,7.15,1.63,1.63,27.3,27.3,0.04,0.04,0.16,0.16,0.16,0.16,19.76,19.76,FIRM
D,TRADING,PRICE,2,"2019/12/04 23:30:00",1,VIC1,47,49.27,0,0,"2019/12/04 23:25:03",49.27,8.38,8.38,7.15,7.15,1.63,1.63,27.3,27.3,0.04,0.04,0.16,0.16,0.16,0.16,19.76,19.76,FIRM
D,TRADING,PRICE,2,"2019/12/04 23:30:00",1,SA1,47,77.23,0,0,"2019/12/04 23:25:03",77.23,8.38,8.38,7.15,7.15,1.63,1.63,27.3,27.3,0.04,0.04,0.16,0.16,0.16,0.16,19.76,19.76,FIRM
D,TRADING,PRICE,2,"2019/12/04 23:30:00",1,QLD1,47,51.71,0,0,"2019/12/04 23:25:03",51.71,8.38,8.38,7.15,7.15,1.63,1.63,27.3,27.3,0.04,0.04,0.16,0.16,0.16,0.16,19.76,19.76,FIRM
D,TRADING,PRICE,2,"2019/12/04 23:30:00",1,TAS1,47,31.83,0,0,"2019/12/04 23:25:03",31.83,0.49,0.49,0.49,0.49,0.7,0.7,24.34,24.34,0.04,0.04,0.16,0.16,0.16,0.16,19.76,19.76,FIRM
D,TRADING,PRICE,2,"2019/12/05 00:00:00",1,NSW1,48,52.48,0,0,"2019/12/04 23:55:03",52.48,9.1,9.1,7.42,7.42,1.72,1.72,27.7,27.7,0.03,0.03,0.16,0.16,0.12,0.12,17.66,17.66,FIRM
D,TRADING,PRICE,2,"2019/12/05 00:00:00",1,VIC1,48,51.27,0,0,"2019/12/04 23:55:03",51.27,9.1,9.1,7.42,7.42,1.72,1.72,27.7,27.7,0.03,0.03,0.16,0.16,0.12,0.12,17.66,17.66,FIRM
D,TRADING,PRICE,2,"2019/12/05 00:00:00",1,SA1,48,73.29,0,0,"2019/12/04 23:55:03",73.29,9.1,9.1,7.42,7.42,1.72,1.72,27.7,27.7,0.03,0.03,0.16,0.16,0.12,0.12,17.66,17.66,FIRM
D,TRADING,PRICE,2,"2019/12/05 00:00:00",1,QLD1,48,51.89,0,0,"2019/12/04 23:55:03",51.89,9.1,9.1,7.42,7.42,1.72,1.72,27.7,27.7,0.03,0.03,0.16,0.16,0.12,0.12,17.66,17.66,FIRM
D,TRADING,PRICE,2,"2019/12/05 00:00:00",1,TAS1,48,32.23,0,0,"2019/12/04 23:55:03",32.23,0.49,0.49,0.49,0.49,0.7,0.7,26.68,26.68,0.03,0.03,0.16,0.16,0.12,0.12,17.66,17.66,FIRM
D,TRADING,PRICE,2,"2019/12/05 00:30:00",1,NSW1,1,62.17,0,0,"2019/12/05 00:25:03",62.17,4.6,4.6,2.97,2.97,0.99,0.99,24.35,24.35,0.03,0.03,0.14,0.14,0.13,0.13,16.33,16.33,FIRM
D,TRADING,PRICE,2,"2019/12/05 00:30:00",1,VIC1,1,62.38,0,0,"2019/12/05 00:25:03",62.38,4.6,4.6,2.97,2.97,0.99,0.99,24.35,24.35,0.03,0.03,0.14,0.14,0.13,0.13,16.33,16.33,FIRM
D,TRADING,PRICE,2,"2019/12/05 00:30:00",1,SA1,1,72.26,0,0,"2019/12/05 00:25:03",72.26,4.6,4.6,2.97,2.97,0.99,0.99,24.35,24.35,0.03,0.03,0.14,0.14,0.13,0.13,16.33,16.33,FIRM
D,TRADING,PRICE,2,"2019/12/05 00:30:00",1,QLD1,1,64.18,0,0,"2019/12/05 00:25:03",64.18,4.6,4.6,2.97,2.97,0.99,0.99,24.35,24.35,0.03,0.03,0.14,0.14,0.13,0.13,16.33,16.33,FIRM
D,TRADING,PRICE,2,"2019/12/05 00:30:00",1,TAS1,1,58.39,0,0,"2019/12/05 00:25:03",58.39,4.6,4.6,2.97,2.97,0.99,0.99,24.35,24.35,0.03,0.03,0.14,0.14,0.13,0.13,16.33,16.33,FIRM
D,TRADING,PRICE,2,"2019/12/05 01:30:00",1,NSW1,3,50.62,0,0,"2019/12/05 01:25:03",50.62,5.38,5.38,4.67,4.67,0.99,0.99,21.89,21.89,0.11,0.11,0.19,0.19,0.19,0.19,15.54,15.54,FIRM
D,TRADING,PRICE,2,"2019/12/05 01:30:00",1,VIC1,3,50.82,0,0,"2019/12/05 01:25:03",50.82,5.38,5.38,4.67,4.67,0.99,0.99,21.89,21.89,0.11,0.11,0.19,0.19,0.19,0.19,15.54,15.54,FIRM
D,TRADING,PRICE,2,"2019/12/05 01:30:00",1,SA1,3,59.34,0,0,"2019/12/05 01:25:03",59.34,5.38,5.38,4.67,4.67,0.99,0.99,21.89,21.89,0.11,0.11,0.19,0.19,0.19,0.19,15.54,15.54,FIRM
D,TRADING,PRICE,2,"2019/12/05 01:30:00",1,QLD1,3,52.77,0,0,"2019/12/05 01:25:03",52.77,5.38,5.38,4.67,4.67,0.99,0.99,21.89,21.89,0.11,0.11,0.19,0.19,0.19,0.19,15.54,15.54,FIRM
D,TRADING,PRICE,2,"2019/12/05 01:30:00",1,TAS1,3,47.77,0,0,"2019/12/05 01:25:03",47.77,5.38,5.38,4.67,4.67,0.99,0.99,21.89,21.89,0.11,0.11,0.19,0.19,0.17,0.17,15.52,15.52,FIRM
D,TRADING,PRICE,2,"2019/12/05 02:00:00",1,NSW1,4,47.02,0,0,"2019/12/05 01:55:03",47.02,5.1,5.1,4.9,4.9,0.99,0.99,20.32,20.32,0.28,0.28,0.19,0.19,0.19,0.19,22.15,22.15,FIRM
D,TRADING,PRICE,2,"2019/12/05 02:00:00",1,VIC1,4,45.76,0,0,"2019/12/05 01:55:03",45.76,5.1,5.1,4.9,4.9,0.99,0.99,20.32,20.32,0.28,0.28,0.19,0.19,0.19,0.19,22.15,22.15,FIRM
D,TRADING,PRICE,2,"2019/12/05 02:00:00",1,SA1,4,52.79,0,0,"2019/12/05 01:55:03",52.79,5.1,5.1,4.9,4.9,0.99,0.99,20.32,20.32,0.28,0.28,0.19,0.19,0.19,0.19,22.15,22.15,FIRM
D,TRADING,PRICE,2,"2019/12/05 02:00:00",1,QLD1,4,49.1,0,0,"2019/12/05 01:55:03",49.1,5.1,5.1,4.9,4.9,0.99,0.99,20.32,20.32,0.28,0.28,0.19,0.19,0.19,0.19,22.15,22.15,FIRM
D,TRADING,PRICE,2,"2019/12/05 02:00:00",1,TAS1,4,43.19,0,0,"2019/12/05 01:55:03",43.19,5.1,5.1,4.9,4.9,0.99,0.99,20.32,20.32,0.28,0.28,0.19,0.19,0.16,0.16,22.12,22.12,FIRM
D,TRADING,PRICE,2,"2019/12/05 03:00:00",1,NSW1,6,41.65,0,0,"2019/12/05 02:55:03",41.65,4.82,4.82,4.96,4.96,0.99,0.99,17.36,17.36,0.44,0.44,0.23,0.23,0.23,0.23,18.31,18.31,FIRM
D,TRADING,PRICE,2,"2019/12/05 03:00:00",1,VIC1,6,39.51,0,0,"2019/12/05 02:55:03",39.51,4.82,4.82,4.96,4.96,0.99,0.99,17.36,17.36,0.44,0.44,0.23,0.23,0.23,0.23,18.31,18.31,FIRM
D,TRADING,PRICE,2,"2019/12/05 03:00:00",1,SA1,6,45.33,0,0,"2019/12/05 02:55:03",45.33,4.82,4.82,4.96,4.96,0.99,0.99,17.36,17.36,0.44,0.44,0.23,0.23,0.23,0.23,18.31,18.31,FIRM
D,TRADING,PRICE,2,"2019/12/05 03:00:00",1,QLD1,6,43.69,0,0,"2019/12/05 02:55:03",43.69,4.82,4.82,4.96,4.96,0.99,0.99,17.36,17.36,0.44,0.44,0.23,0.23,0.23,0.23,18.31,18.31,FIRM
D,TRADING,PRICE,2,"2019/12/05 03:00:00",1,TAS1,6,37.61,0,0,"2019/12/05 02:55:03",37.61,4.82,4.82,4.96,4.96,0.99,0.99,17.36,17.36,0.37,0.37,0.16,0.16,0.14,0.14,18.22,18.22,FIRM
D,TRADING,PRICE,2,"2019/12/05 03:30:00",1,NSW1,7,48.45,0,0,"2019/12/05 03:25:03",48.45,5.15,5.15,5.74,5.74,0.99,0.99,17.6,17.6,0.45,0.45,0.19,0.19,0.2,0.2,19.32,19.32,FIRM
D,TRADING,PRICE,2,"2019/12/05 03:30:00",1,VIC1,7,46.58,0,0,"2019/12/05 03:25:03",46.58,5.15,5.15,5.74,5.74,0.99,0.99,17.6,17.6,0.45,0.45,0.19,0.19,0.2,0.2,19.32,19.32,FIRM
D,TRADING,PRICE,2,"2019/12/05 03:30:00",1,SA1,7,53.49,0,0,"2019/12/05 03:25:03",53.49,5.15,5.15,5.74,5.74,0.99,0.99,17.6,17.6,0.45,0.45,0.19,0.19,0.2,0.2,19.32,19.32,FIRM
D,TRADING,PRICE,2,"2019/12/05 03:30:00",1,QLD1,7,49.33,0,0,"2019/12/05 03:25:03",49.33,5.15,5.15,5.74,5.74,0.99,0.99,17.6,17.6,0.45,0.45,0.19,0.19,0.2,0.2,19.32,19.32,FIRM
D,TRADING,PRICE,2,"2019/12/05 03:30:00",1,TAS1,7,44.36,0,0,"2019/12/05 03:25:03",44.36,5.15,5.15,5.74,5.74,0.99,0.99,17.6,17.6,0.31,0.31,0.14,0.14,0.12,0.12,19.24,19.24,FIRM
D,TRADING,PRICE,2,"2019/12/05 04:00:00",1,NSW1,8,49.6,0,0,"2019/12/05 03:55:03",49.6,5.44,5.44,7.44,7.44,0.99,0.99,19.05,19.05,0.44,0.44,0.19,0.19,0.19,0.19,19.1,19.1,FIRM
D,TRADING,PRICE,2,"2019/12/05 04:00:00",1,VIC1,8,48.02,0,0,"2019/12/05 03:55:03",48.02,5.44,5.44,7.44,7.44,0.99,0.99,19.05,19.05,0.44,0.44,0.19,0.19,0.19,0.19,19.1,19.1,FIRM
D,TRADING,PRICE,2,"2019/12/05 04:00:00",1,SA1,8,55.2,0,0,"2019/12/05 03:55:03",55.2,5.44,5.44,7.44,7.44,0.99,0.99,19.05,19.05,0.44,0.44,0.19,0.19,0.19,0.19,19.1,19.1,FIRM
D,TRADING,PRICE,2,"2019/12/05 04:00:00",1,QLD1,8,49.67,0,0,"2019/12/05 03:55:03",49.67,5.44,5.44,7.44,7.44,0.99,0.99,19.05,19.05,0.44,0.44,0.19,0.19,0.19,0.19,19.1,19.1,FIRM
D,TRADING,PRICE,2,"2019/12/05 04:00:00",1,TAS1,8,45.03,0,0,"2019/12/05 03:55:03",45.03,5.44,5.44,7.44,7.44,0.99,0.99,19.05,19.05,0.44,0.44,0.19,0.19,0.19,0.19,19.1,19.1,FIRM
D,TRADING,PRICE,2,"2019/12/05 05:30:00",1,NSW1,11,61.9,0,0,"2019/12/05 05:25:04",61.9,7.08,7.08,6.05,6.05,0.99,0.99,27.43,27.43,0.05,0.05,0.19,0.19,0.23,0.23,20.69,20.69,FIRM
D,TRADING,PRICE,2,"2019/12/05 05:30:00",1,VIC1,11,64.73,0,0,"2019/12/05 05:25:04",64.73,7.08,7.08,6.05,6.05,0.99,0.99,27.43,27.43,0.05,0.05,0.19,0.19,0.23,0.23,20.69,20.69,FIRM
D,TRADING,PRICE,2,"2019/12/05 05:30:00",1,SA1,11,75.19,0,0,"2019/12/05 05:25:04",75.19,7.08,7.08,6.05,6.05,0.99,0.99,27.43,27.43,0.05,0.05,0.19,0.19,0.23,0.23,20.69,20.69,FIRM
D,TRADING,PRICE,2,"2019/12/05 05:30:00",1,QLD1,11,61.37,0,0,"2019/12/05 05:25:04",61.37,7.08,7.08,6.05,6.05,0.99,0.99,27.43,27.43,0.05,0.05,0.19,0.19,0.23,0.23,20.69,20.69,FIRM
D,TRADING,PRICE,2,"2019/12/05 05:30:00",1,TAS1,11,60.22,0,0,"2019/12/05 05:25:04",60.22,7.08,7.08,6.05,6.05,0.99,0.99,27.43,27.43,0.05,0.05,0.19,0.19,0.23,0.23,20.68,20.68,FIRM
D,TRADING,PRICE,2,"2019/12/05 13:30:00",1,NSW1,27,59.73,0,0,"2019/12/05 13:25:03",59.73,2.29,2.29,2.85,2.85,0.99,0.99,33.75,33.75,0.04,0.04,0.17,0.17,0.13,0.13,14.24,14.24,FIRM
D,TRADING,PRICE,2,"2019/12/05 13:30:00",1,VIC1,27,-8.33,0,0,"2019/12/05 13:25:03",-8.33,2.29,2.29,2.85,2.85,0.99,0.99,33.75,33.75,0.04,0.04,0.17,0.17,0.13,0.13,14.24,14.24,FIRM
D,TRADING,PRICE,2,"2019/12/05 13:30:00",1,SA1,27,-7.43,0,0,"2019/12/05 13:25:03",-7.43,2.29,2.29,2.85,2.85,0.99,0.99,33.75,33.75,0.04,0.04,0.17,0.17,0.13,0.13,14.24,14.24,FIRM
D,TRADING,PRICE,2,"2019/12/05 13:30:00",1,QLD1,27,60.06,0,0,"2019/12/05 13:25:03",60.06,2.29,2.29,2.85,2.85,0.99,0.99,33.75,33.75,0.04,0.04,0.17,0.17,0.13,0.13,14.24,14.24,FIRM
D,TRADING,PRICE,2,"2019/12/02 14:00:00",1,NSW1,28,36.27,0,0,"2019/12/02 13:55:03",36.27,4.67,4.67,9.25,9.25,0.98,0.98,23.35,23.35,0.04,0.04,0.17,0.17,0.16,0.16,15.14,15.14,FIRM
D,TRADING,PRICE,2,"2019/12/02 14:00:00",1,VIC1,28,30.06,0,0,"2019/12/02 13:55:03",30.06,4.67,4.67,9.25,9.25,0.98,0.98,23.35,23.35,0.04,0.04,0.17,0.17,0.16,0.16,15.14,15.14,FIRM
D,TRADING,PRICE,2,"2019/12/02 14:00:00",1,SA1,28,27.26,0,0,"2019/12/02 13:55:03",27.26,4.67,4.67,9.25,9.25,0.98,0.98,23.35,23.35,0.04,0.04,0.17,0.17,0.16,0.16,15.14,15.14,FIRM
D,TRADING,PRICE,2,"2019/12/02 14:00:00",1,QLD1,28,38.69,0,0,"2019/12/02 13:55:03",38.69,4.67,4.67,9.25,9.25,0.98,0.98,23.35,23.35,0.04,0.04,0.17,0.17,0.16,0.16,15.14,15.14,FIRM
D,TRADING,PRICE,2,"2019/12/02 14:00:00",1,TAS1,28,15.42,0,0,"2019/12/02 13:55:03",15.42,8,8,11.67,11.67,0.7,0.7,0.7,0.7,0.04,0.04,0.17,0.17,0.16,0.16,15.14,15.14,FIRM
D,TRADING,PRICE,2,"2019/12/07 11:30:00",1,NSW1,23,57.7,0,0,"2019/12/07 11:25:03",57.7,13.66,13.66,11.11,11.11,0.99,0.99,66.57,66.57,0.05,0.05,0.17,0.17,0.16,0.16,19.45,19.45,FIRM
D,TRADING,PRICE,2,"2019/12/07 11:30:00",1,VIC1,23,37.94,0,0,"2019/12/07 11:25:03",37.94,13.66,13.66,11.11,11.11,0.99,0.99,66.57,66.57,0.05,0.05,0.17,0.17,0.16,0.16,19.45,19.45,FIRM
D,TRADING,PRICE,2,"2019/12/07 11:30:00",1,SA1,23,41.17,0,0,"2019/12/07 11:25:03",41.17,13.66,13.66,11.11,11.11,0.99,0.99,66.57,66.57,0.05,0.05,0.17,0.17,0.16,0.16,19.45,19.45,FIRM
D,TRADING,PRICE,2,"2019/12/07 11:30:00",1,QLD1,23,61.81,0,0,"2019/12/07 11:25:03",61.81,13.66,13.66,11.11,11.11,0.99,0.99,66.57,66.57,0.05,0.05,0.17,0.17,0.16,0.16,19.45,19.45,FIRM
D,TRADING,PRICE,2,"2019/12/07 11:30:00",1,TAS1,23,36.84,0,0,"2019/12/07 11:25:03",36.84,13.66,13.66,11.11,11.11,0.99,0.99,0.99,0.99,0.05,0.05,0.17,0.17,0.16,0.16,19,19,FIRM
D,TRADING,PRICE,2,"2019/12/07 17:30:00",1,NSW1,35,63.12,0,0,"2019/12/07 17:25:05",63.12,13.4,13.4,11.21,11.21,0.99,0.99,79.42,79.42,0.03,0.03,0.11,0.11,0.15,0.15,19.31,19.31,FIRM
D,TRADING,PRICE,2,"2019/12/07 17:30:00",1,VIC1,35,55.95,0,0,"2019/12/07 17:25:05",55.95,13.4,13.4,11.21,11.21,0.99,0.99,79.42,79.42,0.03,0.03,0.11,0.11,0.15,0.15,19.31,19.31,FIRM
D,TRADING,PRICE,2,"2019/12/07 17:30:00",1,SA1,35,58.85,0,0,"2019/12/07 17:25:05",58.85,13.4,13.4,11.21,11.21,0.99,0.99,79.42,79.42,0.03,0.03,0.11,0.11,0.15,0.15,19.31,19.31,FIRM
D,TRADING,PRICE,2,"2019/12/07 17:30:00",1,QLD1,35,69.31,0,0,"2019/12/07 17:25:05",69.31,13.4,13.4,11.21,11.21,0.99,0.99,79.42,79.42,0.03,0.03,0.11,0.11,0.15,0.15,19.31,19.31,FIRM
D,TRADING,PRICE,2,"2019/12/07 17:30:00",1,TAS1,35,50.94,0,0,"2019/12/07 17:25:05",50.94,13.4,13.4,11.21,11.21,0.99,0.99,0.99,0.99,0.03,0.03,0.11,0.11,0.15,0.15,19.19,19.19,FIRM
D,TRADING,PRICE,2,"2019/12/07 18:00:00",1,NSW1,36,60.9,0,0,"2019/12/07 17:55:03",60.9,14.3,14.3,14.91,14.91,0.95,0.95,64.95,64.95,0.03,0.03,0.11,0.11,0.15,0.15,20.28,20.28,FIRM
D,TRADING,PRICE,2,"2019/12/07 18:00:00",1,VIC1,36,55.38,0,0,"2019/12/07 17:55:03",55.38,14.3,14.3,14.91,14.91,0.95,0.95,64.95,64.95,0.03,0.03,0.11,0.11,0.15,0.15,20.28,20.28,FIRM
D,TRADING,PRICE,2,"2019/12/07 18:00:00",1,SA1,36,58.21,0,0,"2019/12/07 17:55:03",58.21,14.3,14.3,14.91,14.91,0.95,0.95,64.95,64.95,0.03,0.03,0.11,0.11,0.15,0.15,20.28,20.28,FIRM
D,TRADING,PRICE,2,"2019/12/07 18:00:00",1,QLD1,36,75.13,0,0,"2019/12/07 17:55:03",75.13,14.3,14.3,14.91,14.91,0.95,0.95,64.95,64.95,0.03,0.03,0.11,0.11,0.15,0.15,20.28,20.28,FIRM
D,TRADING,PRICE,2,"2019/12/07 18:00:00",1,TAS1,36,29.92,0,0,"2019/12/07 17:55:03",29.92,5.49,5.49,2.29,2.29,0.87,0.87,0.87,0.87,0.03,0.03,0.11,0.11,0.15,0.15,20.04,20.04,FIRM
D,TRADING,PRICE,2,"2019/12/09 05:00:00",1,NSW1,10,55.74,0,0,"2019/12/09 04:55:03",55.74,5.89,5.89,3.07,3.07,0.99,0.99,31.7,31.7,0.45,0.45,0.19,0.19,0.24,0.24,21.34,21.34,FIRM
D,TRADING,PRICE,2,"2019/12/09 05:00:00",1,VIC1,10,20.49,0,0,"2019/12/09 04:55:03",20.49,5.89,5.89,3.07,3.07,0.99,0.99,31.7,31.7,0.45,0.45,0.19,0.19,0.24,0.24,21.34,21.34,FIRM
D,TRADING,PRICE,2,"2019/12/09 05:00:00",1,SA1,10,52.28,0,0,"2019/12/09 04:55:03",52.28,5.89,5.89,3.07,3.07,0.99,0.99,31.7,31.7,0.45,0.45,0.19,0.19,0.24,0.24,21.34,21.34,FIRM
D,TRADING,PRICE,2,"2019/12/09 05:00:00",1,QLD1,10,56.46,0,0,"2019/12/09 04:55:03",56.46,5.89,5.89,3.07,3.07,0.99,0.99,31.7,31.7,0.45,0.45,0.19,0.19,0.24,0.24,21.34,21.34,FIRM
D,TRADING,PRICE,2,"2019/12/09 05:00:00",1,TAS1,10,33.28,0,0,"2019/12/09 04:55:03",33.28,5.89,5.89,3.07,3.07,0.99,0.99,29.57,29.57,0.38,0.38,0.14,0.14,0.12,0.12,20.94,20.94,FIRM
D,TRADING,PRICE,2,"2019/12/09 06:00:00",1,NSW1,12,82.96,0,0,"2019/12/09 05:55:03",82.96,7.3,7.3,10.67,10.67,0.99,0.99,34.76,34.76,0.23,0.23,0.19,0.19,0.27,0.27,22.3,22.3,FIRM
D,TRADING,PRICE,2,"2019/12/09 06:00:00",1,VIC1,12,80.7,0,0,"2019/12/09 05:55:03",80.7,7.3,7.3,10.67,10.67,0.99,0.99,34.76,34.76,0.23,0.23,0.19,0.19,0.27,0.27,22.3,22.3,FIRM
D,TRADING,PRICE,2,"2019/12/09 06:00:00",1,SA1,12,85.35,0,0,"2019/12/09 05:55:03",85.35,7.3,7.3,10.67,10.67,0.99,0.99,34.76,34.76,0.23,0.23,0.19,0.19,0.27,0.27,22.3,22.3,FIRM
D,TRADING,PRICE,2,"2019/12/09 06:00:00",1,QLD1,12,80.95,0,0,"2019/12/09 05:55:03",80.95,7.3,7.3,10.67,10.67,0.99,0.99,34.76,34.76,0.23,0.23,0.19,0.19,0.27,0.27,22.3,22.3,FIRM
D,TRADING,PRICE,2,"2019/12/09 06:00:00",1,TAS1,12,77.74,0,0,"2019/12/09 05:55:03",77.74,7.3,7.3,10.67,10.67,0.99,0.99,34.31,34.31,0.06,0.06,0.09,0.09,0.08,0.08,21.65,21.65,FIRM
D,TRADING,PRICE,2,"2019/12/09 22:30:00",1,NSW1,45,59.97,0,0,"2019/12/09 22:25:03",59.97,9.05,9.05,4.77,4.77,0.99,0.99,19.07,19.07,0.04,0.04,0.17,0.17,0.16,0.16,16.58,16.58,FIRM
D,TRADING,PRICE,2,"2019/12/09 22:30:00",1,VIC1,45,59.99,0,0,"2019/12/09 22:25:03",59.99,9.05,9.05,4.77,4.77,0.99,0.99,19.07,19.07,0.04,0.04,0.17,0.17,0.16,0.16,16.58,16.58,FIRM
