C,SETP.WORLD,DVD_TRADINGPRICE,AEMO,PUBLIC,2017/04/12,02:30:01,0000000282622944,,0000000282622732
I,TRADING,PRICE,2,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,PRICE_STATUS
D,TRADING,PRICE,2,"2017/03/01 00:30:00",1,NSW1,1,56.97,0,0,"2017/03/01 00:25:03",56.97,0.8,0.8,0.8,0.8,0.9,0.9,8.6,8.6,0.02,0.02,0.06,0.06,0.19,0.19,26.78,26.78,FIRM
D,TRADING,PRICE,2,"2017/03/01 00:30:00",1,QLD1,1,54.64,0,0,"2017/03/01 00:25:03",54.64,0.8,0.8,0.8,0.8,0.9,0.9,8.6,8.6,0.02,0.02,0.06,0.06,0.19,0.19,26.78,26.78,FIRM
D,TRADING,PRICE,2,"2017/03/01 00:30:00",1,SA1,1,70.58,0,0,"2017/03/01 00:25:03",70.58,0.8,0.8,0.8,0.8,0.9,0.9,8.6,8.6,0.02,0.02,0.06,0.06,0.19,0.19,26.78,26.78,FIRM
D,TRADING,PRICE,2,"2017/03/01 00:30:00",1,TAS1,1,79.93,0,0,"2017/03/01 00:25:03",79.93,5,5,2.39,2.39,0.9,0.9,15,15,0,0,0,0,0,0,3.3,3.3,FIRM
D,TRADING,PRICE,2,"2017/03/01 00:30:00",1,VIC1,1,38.34,0,0,"2017/03/01 00:25:03",38.34,0.8,0.8,0.8,0.8,0.9,0.9,8.6,8.6,0.02,0.02,0.06,0.06,0.19,0.19,26.78,26.78,FIRM
D,TRADING,PRICE,2,"2017/03/01 01:00:00",1,NSW1,2,70.77,0,0,"2017/03/01 00:55:04",70.77,0.8,0.8,0.74,0.74,0.9,0.9,7.4,7.4,0.02,0.02,0.06,0.06,0.2,0.2,26.83,26.83,FIRM
D,TRADING,PRICE,2,"2017/03/01 01:00:00",1,QLD1,2,65.66,0,0,"2017/03/01 00:55:04",65.66,0.8,0.8,0.74,0.74,0.9,0.9,7.4,7.4,0.02,0.02,0.06,0.06,0.2,0.2,26.83,26.83,FIRM
D,TRADING,PRICE,2,"2017/03/01 01:00:00",1,SA1,2,119.52,0,0,"2017/03/01 00:55:04",119.52,0.8,0.8,0.74,0.74,0.9,0.9,7.4,7.4,0.02,0.02,0.06,0.06,0.2,0.2,26.83,26.83,FIRM
D,TRADING,PRICE,2,"2017/03/01 01:00:00",1,TAS1,2,79.93,0,0,"2017/03/01 00:55:04",79.93,5,5,2.39,2.39,1.3,1.3,15,15,0,0,0,0,0,0,10.18,10.18,FIRM
D,TRADING,PRICE,2,"2017/03/01 01:00:00",1,VIC1,2,28.77,0,0,"2017/03/01 00:55:04",28.77,0.8,0.8,0.74,0.74,0.9,0.9,7.4,7.4,0.02,0.02,0.06,0.06,0.2,0.2,26.83,26.83,FIRM
D,TRADING,PRICE,2,"2017/03/01 01:30:00",1,NSW1,3,41.99,0,0,"2017/03/01 01:25:04",41.99,1,1,0.8,0.8,0.97,0.97,8.17,8.17,0.02,0.02,0.06,0.06,0.2,0.2,21.21,21.21,FIRM
D,TRADING,PRICE,2,"2017/03/01 01:30:00",1,QLD1,3,38.27,0,0,"2017/03/01 01:25:04",38.27,1,1,0.8,0.8,0.97,0.97,8.17,8.17,0.02,0.02,0.06,0.06,0.2,0.2,21.21,21.21,FIRM
D,TRADING,PRICE,2,"2017/03/01 01:30:00",1,SA1,3,105.58,0,0,"2017/03/01 01:25:04",105.58,1,1,0.8,0.8,0.97,0.97,8.17,8.17,0.02,0.02,0.06,0.06,0.2,0.2,21.21,21.21,FIRM
D,TRADING,PRICE,2,"2017/03/01 01:30:00",1,TAS1,3,79.93,0,0,"2017/03/01 01:25:04",79.93,5,5,2.39,2.39,1.37,1.37,15,15,0,0,0,0,0.06,0.06,10.03,10.03,FIRM
D,TRADING,PRICE,2,"2017/03/01 01:30:00",1,VIC1,3,35.57,0,0,"2017/03/01 01:25:04",35.57,1,1,0.8,0.8,0.97,0.97,8.17,8.17,0.02,0.02,0.06,0.06,0.2,0.2,21.21,21.21,FIRM
D,TRADING,PRICE,2,"2017/03/01 02:00:00",1,NSW1,4,31.02,0,0,"2017/03/01 01:55:04",31.02,2.32,2.32,0.8,0.8,1.1,1.1,8.93,8.93,0.02,0.02,0.07,0.07,0.2,0.2,20,20,FIRM
D,TRADING,PRICE,2,"2017/03/01 02:00:00",1,QLD1,4,28.28,0,0,"2017/03/01 01:55:04",28.28,2.32,2.32,0.8,0.8,1.1,1.1,8.93,8.93,0.02,0.02,0.07,0.07,0.2,0.2,20,20,FIRM
D,TRADING,PRICE,2,"2017/03/01 02:00:00",1,SA1,4,139.16,0,0,"2017/03/01 01:55:04",139.16,2.32,2.32,0.8,0.8,1.1,1.1,8.93,8.93,0.02,0.02,0.07,0.07,0.2,0.2,20,20,FIRM
D,TRADING,PRICE,2,"2017/03/01 02:00:00",1,TAS1,4,79.93,0,0,"2017/03/01 01:55:04",79.93,5,5,2.39,2.39,1.65,1.65,13.63,13.63,0,0,0,0,0.09,0.09,16.59,16.59,FIRM
D,TRADING,PRICE,2,"2017/03/01 02:00:00",1,VIC1,4,29.54,0,0,"2017/03/01 01:55:04",29.54,2.32,2.32,0.8,0.8,1.1,1.1,8.93,8.93,0.02,0.02,0.07,0.07,0.2,0.2,20,20,FIRM
D,TRADING,PRICE,2,"2017/03/01 02:30:00",1,NSW1,5,29.05,0,0,"2017/03/01 02:25:04",29.05,4.03,4.03,2.01,2.01,1.78,1.78,9.36,9.36,0.03,0.03,0.07,0.07,0.2,0.2,27.48,27.48,FIRM
D,TRADING,PRICE,2,"2017/03/01 02:30:00",1,QLD1,5,26.25,0,0,"2017/03/01 02:25:04",26.25,4.03,4.03,2.01,2.01,1.78,1.78,9.36,9.36,0.03,0.03,0.07,0.07,0.2,0.2,27.48,27.48,FIRM
