C,SETP.WORLD,DVD_TRADINGPRICE,AEMO,PUBLIC,2018/07/08,01:55:00,0000000296748972,,0000000296748719
I,TRADING,PRICE,2,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,PRICE_STATUS
D,TRADING,PRICE,2,"2018/06/01 00:30:00",1,NSW1,1,61.49,0,0,"2018/06/01 00:25:03",61.49,4.73,4.73,5.16,5.16,12.33,12.33,12.33,12.33,0.03,0.03,0.07,0.07,0.19,0.19,10.91,10.91,FIRM
D,TRADING,PRICE,2,"2018/06/01 00:30:00",1,QLD1,1,52.5,0,0,"2018/06/01 00:25:03",52.5,4.73,4.73,5.16,5.16,12.33,12.33,12.33,12.33,0.03,0.03,0.07,0.07,0.19,0.19,10.91,10.91,FIRM
D,TRADING,PRICE,2,"2018/06/01 00:30:00",1,SA1,1,69.19,0,0,"2018/06/01 00:25:03",69.19,4.73,4.73,5.16,5.16,12.33,12.33,12.33,12.33,0.03,0.03,0.07,0.07,0.19,0.19,10.91,10.91,FIRM
D,TRADING,PRICE,2,"2018/06/01 00:30:00",1,TAS1,1,70.44,0,0,"2018/06/01 00:25:03",70.44,12.56,12.56,3.5,3.5,7.5,7.5,8,8,0.02,0.02,0.18,0.18,0.17,0.17,1.5,1.5,FIRM
D,TRADING,PRICE,2,"2018/06/01 00:30:00",1,VIC1,1,67.38,0,0,"2018/06/01 00:25:03",67.38,4.73,4.73,5.16,5.16,12.33,12.33,12.33,12.33,0.03,0.03,0.07,0.07,0.19,0.19,10.91,10.91,FIRM
D,TRADING,PRICE,2,"2018/06/01 01:00:00",1,NSW1,2,61.38,0,0,"2018/06/01 00:55:04",61.38,4.85,4.85,5.91,5.91,12.25,12.25,12.25,12.25,0.03,0.03,0.15,0.15,0.44,0.44,9.15,9.15,FIRM
D,TRADING,PRICE,2,"2018/06/01 01:00:00",1,QLD1,2,51.58,0,0,"2018/06/01 00:55:04",51.58,4.85,4.85,5.91,5.91,12.25,12.25,12.25,12.25,0.03,0.03,0.15,0.15,0.44,0.44,9.15,9.15,FIRM
D,TRADING,PRICE,2,"2018/06/01 01:00:00",1,SA1,2,104.92,0,0,"2018/06/01 00:55:04",104.92,4.85,4.85,5.91,5.91,12.25,12.25,12.25,12.25,0.03,0.03,0.15,0.15,0.44,0.44,9.15,9.15,FIRM
D,TRADING,PRICE,2,"2018/06/01 01:00:00",1,TAS1,2,76.3,0,0,"2018/06/01 00:55:04",76.3,17.34,17.34,4,4,8,8,9.5,9.5,0.02,0.02,0.18,0.18,0.17,0.17,1.5,1.5,FIRM
D,TRADING,PRICE,2,"2018/06/01 01:00:00",1,VIC1,2,100.39,0,0,"2018/06/01 00:55:04",100.39,4.85,4.85,5.91,5.91,12.25,12.25,12.25,12.25,0.03,0.03,0.15,0.15,0.44,0.44,9.15,9.15,FIRM
D,TRADING,PRICE,2,"2018/06/01 01:30:00",1,NSW1,3,65.59,0,0,"2018/06/01 01:25:04",65.59,4.95,4.95,9.84,9.84,15.16,15.16,15.16,15.16,0.04,0.04,0.15,0.15,0.44,0.44,11.63,11.63,FIRM
D,TRADING,PRICE,2,"2018/06/01 01:30:00",1,QLD1,3,56.14,0,0,"2018/06/01 01:25:04",56.14,4.95,4.95,9.84,9.84,15.16,15.16,15.16,15.16,0.04,0.04,0.15,0.15,0.44,0.44,11.63,11.63,FIRM
D,TRADING,PRICE,2,"2018/06/01 01:30:00",1,SA1,3,74.12,0,0,"2018/06/01 01:25:04",74.12,4.95,4.95,9.84,9.84,15.16,15.16,15.16,15.16,0.04,0.04,0.15,0.15,0.44,0.44,11.63,11.63,FIRM
D,TRADING,PRICE,2,"2018/06/01 01:30:00",1,TAS1,3,78.33,0,0,"2018/06/01 01:25:04",78.33,8,8,4,4,8,8,8,8,0.02,0.02,0.18,0.18,0.17,0.17,1.5,1.5,FIRM
